seed,episode,reward_1458,reward_2259,reward_2821,clicks_1458,clicks_2259,clicks_2821,cost_1458,cost_2259,cost_2821
3,38,1792.0054092736682,223.00044775742572,244.00009965046775,1797,228,249,998.8931,999.91046,999.9843
3,39,1976.2938559817849,203.000842907466,234.01262614596635,1980,208,239,741.17584,999.8321,997.4792
3,40,1870.4049040490063,354.0066760368645,242.01437339745462,1874,359,247,718.9773,998.6687,997.12805
3,41,890.0118891814491,381.0001227221219,246.00031539413612,895,386,251,997.6041,999.9786,999.94055
3,42,345.0114715413656,372.0003861300647,219.00047886534594,350,377,224,997.7067,999.92633,999.907
3,43,1174.0117737883702,378.00012279173825,214.0001893080771,1179,383,219,997.6284,999.9786,999.9649
3,44,825.0120711778291,392.0000435648253,217.0000575328013,830,397,222,997.57086,999.99457,999.991
3,45,677.0100756419124,370.0004652693169,238.00034594186582,682,375,243,997.9759,999.9106,999.93414
3,46,314.00428905687295,362.00009717419744,222.0000579742482,319,367,227,999.1477,999.98456,999.99133
3,47,880.0104559034808,374.00017570273485,241.00015867932234,885,379,246,997.899,999.96857,999.97107
3,48,466.0102919287747,391.00012248859275,223.00150155846495,471,396,228,997.9458,999.9786,999.7026
3,49,267.00431192293763,382.00012269825675,236.00018986780196,272,387,241,999.1401,999.9786,999.9649
3,50,616.0118967278395,378.00012279162183,223.00134706753306,621,383,228,997.62427,999.9786,999.73315
3,51,424.0024990864331,382.000122698606,205.0012623873772,429,387,210,999.50073,999.9786,999.74866
3,52,310.0100249820389,356.0001761680469,162.00044604728464,315,361,167,998.0008,999.96857,999.912
3,53,362.0095518238377,372.00038613018114,231.00097896018997,367,377,236,998.0855,999.92633,999.807
3,54,330.0046078711748,361.0004653597716,178.00060524372384,335,366,183,999.0725,999.91046,999.8803
3,55,231.00470775703434,366.0003862698795,167.01252383738756,236,371,172,999.0558,999.92633,997.496
3,56,199.01091669814195,358.0003864560276,173.0156024522148,204,363,178,997.8209,999.92633,996.8802
3,57,279.0079998957226,380.00038590375334,194.00125965382904,284,385,199,998.3913,999.92633,999.7503
3,58,210.0032593930373,365.0003862931626,170.000418365933,215,370,175,999.35126,999.92633,999.91705
3,59,213.0037585705286,358.0003864560276,176.0135234547779,218,363,181,999.2523,999.92633,997.29596
3,60,379.00462468143087,379.0003859671997,182.00020772451535,384,384,187,999.06866,999.92633,999.9592
3,61,2150.657949782326,0.0,183.00904925353825,2153,0,188,468.41937,0.0,998.19293
3,62,2148.7046603520866,0.0,248.01262582000345,2151,0,253,459.07672,0.0,997.4792
3,63,2110.705950714997,0.0,252.0126257268712,2113,0,257,458.8188,0.0,997.4792
3,64,2104.706950855325,0.0,244.01033648569137,2107,0,249,458.61877,0.0,997.9371
3,65,1574.000227040844,405.0004118748475,261.01386333536357,1579,410,266,999.96124,999.92065,997.2297
3,66,165.0090230954811,365.0003862930462,175.00170776247978,170,370,180,998.19836,999.92633,999.6591
3,67,285.00847847014666,579.000272620935,253.00130998715758,290,584,258,998.2968,999.93896,999.7423
3,68,117.00084258709103,559.0002462211996,260.01452202908695,122,564,265,999.83215,999.94415,997.09686
3,69,113.01294783502817,560.0002462379634,364.0167166367173,118,565,369,997.4111,999.94415,996.6495
3,70,107.01294781267643,562.000246271491,372.01671677082777,112,567,377,997.4111,999.94415,996.6495
3,71,107.01294781267643,563.0002462882549,364.0167166367173,112,568,369,997.4111,999.94415,996.6495
3,72,100.00042154802941,565.0049042291939,355.0004531526938,105,570,360,999.91644,999.01263,999.90234
3,73,703.1279109918978,2540.0074270518962,358.0167165361345,706,2545,363,574.413,998.53656,996.6495
3,74,720.0939113835339,2540.0071111049037,353.0084796100855,723,2545,358,581.2133,998.59924,998.2968
3,75,313.00847893953323,561.0002462547272,356.011242993176,318,566,361,998.2968,999.94415,997.74603
3,76,299.00847870483994,562.000246271491,223.0171632617712,304,567,228,998.2968,999.94415,996.5702
3,77,287.00847850367427,559.0002462211996,209.0171629358083,292,564,214,998.2968,999.94415,996.5702
3,78,281.00847840309143,571.0002464223653,220.017163191922,286,576,225,998.2968,999.94415,996.5702
3,79,293.0084786042571,560.0002462379634,228.01716337818652,298,565,233,998.2968,999.94415,996.5702
3,80,290.01313638314605,568.0002463720739,210.01716295909137,295,573,215,997.3654,999.94415,996.5702
3,81,288.0084785204381,559.0002462211996,216.01716309878975,293,564,221,998.2968,999.94415,996.5702
3,82,306.0084788221866,566.0002463385463,216.01716309878975,311,571,221,998.2968,999.94415,996.5702
3,83,289.0084785372019,559.0002462211996,217.01716312207282,294,564,222,998.2968,999.94415,996.5702
3,84,290.00668908027,564.0002463050187,216.01716309878975,295,569,221,998.6547,999.94415,996.5702
3,85,116.01294784620404,569.0002463888377,364.0177166443318,121,574,369,997.4111,999.94415,996.44946
3,86,99.01294778287411,562.000246271491,345.016716318205,104,567,350,997.4111,999.94415,996.6495
3,87,113.01294783502817,559.0002462211996,365.0167166534811,118,564,370,997.4111,999.94415,996.6495
3,88,115.01294784247875,566.0002463385463,357.0167165193707,120,571,362,997.4111,999.94415,996.6495
3,89,116.01294784620404,564.0002463050187,362.0167166031897,121,569,367,997.4111,999.94415,996.6495
3,90,105.01294780522585,560.0002462379634,366.01671667024493,110,565,371,997.4111,999.94415,996.6495
3,91,108.00063204532489,563.0002462882549,359.02108493447304,113,568,364,999.8742,999.94415,995.7759
3,92,480.00245187059045,1504.0059622204863,384.01671697199345,485,1509,389,999.506,998.8027,996.6495
3,93,699.0028754011728,1499.0059621715918,355.01671648584306,704,1504,360,999.41846,998.8027,996.6495
3,94,196.00010570930317,1490.0059620835818,383.01671695522964,201,1495,388,999.97736,998.8027,996.6495
3,95,113.0001320579322,856.0055110929534,357.0167165193707,118,861,362,999.9742,998.89014,996.6495
3,96,89.0098687983118,564.0008251848631,373.0167167875916,94,569,378,998.02686,999.82837,996.6495
3,97,108.01294781640172,568.0002463720739,369.01671672053635,113,573,374,997.4111,999.94415,996.6495
3,98,101.01294779032469,573.0002464558929,357.0167165193707,106,578,362,997.4111,999.94415,996.6495
3,99,108.01294781640172,563.0002462882549,371.01671675406396,113,568,376,997.4111,999.94415,996.6495
3,100,108.01294781640172,567.0002463553101,372.01671677082777,113,572,377,997.4111,999.94415,996.6495
