seed,episode,reward_1458,reward_2259,reward_2821,clicks_1458,clicks_2259,clicks_2821,cost_1458,cost_2259,cost_2821
1,1,99.00047229847405,289.0001830616966,153.000104332692,104,294,158,999.90656,999.96643,999.9803
1,2,158.00047276786063,268.0002328810515,151.00013030064292,163,273,156,999.9077,999.95355,999.97266
1,3,109.00005172879901,206.00039175897837,241.0172890414251,114,211,246,999.9881,999.9195,996.5405
1,4,112.00039368961006,188.00867995806038,141.00392045883927,117,193,146,999.91956,998.2649,999.21436
1,5,109.00047282187734,206.00562949385494,267.00628934579436,114,211,272,999.904,998.87317,998.7418
1,6,108.00031555176247,202.0001028869301,204.02060426061507,113,207,209,999.9355,999.9781,995.8772
1,7,99.0002376785269,191.01757642440498,183.02034094789997,104,196,188,999.9507,996.4836,995.93024
1,8,79.00000217556953,193.0222345907241,127.00010402314365,84,198,132,1000.0,995.5515,999.9775
1,9,88.00000237673521,198.0070505850017,130.00010399520397,93,203,135,1000.0,998.588,999.9775
1,10,94.00000251084566,224.02278861775994,144.00026199477725,99,229,149,1000.0,995.44086,999.9459
1,11,95.0000025331974,228.01005159504712,143.00036796578206,100,233,148,1000.0,997.98865,999.9247
1,12,102.0000026896596,234.0004479327472,211.00305593945086,107,239,216,1000.0,999.90967,999.3869
1,13,97.00000257790089,224.00036818161607,167.00044855917804,102,229,172,1000.0,999.9256,999.9087
1,14,97.00281350989826,202.0004717737902,130.00010399520397,102,207,135,999.4386,999.9037,999.9775
1,15,96.00073461339343,194.00476130028255,131.0034724000143,101,199,136,999.85443,999.0459,999.3038
1,16,101.00202401913702,262.99999978300184,126.00023385987151,106,268,131,999.59644,999.99866,999.95435
1,17,95.0004458866315,239.00002365245018,131.00023377558682,100,244,136,999.91205,999.99445,999.95447
1,18,133.00658089050557,3539.9691117140464,513.0027920673601,138,3544,518,998.68176,806.09644,999.43164
1,19,112.00313190417364,0.0,2729.639357380569,117,0,2732,999.37195,0.0,472.1353
1,20,114.00894687697291,0.0,2804.5845398916863,119,0,2807,998.2088,0.0,483.09912
1,21,124.01842076238245,0.0,2762.6073038858594,129,0,2765,996.3137,0.0,478.54605
1,22,112.01526276394725,0.0,2803.609171426855,117,0,2806,996.94556,0.0,478.17242
1,23,148.00357962958515,0.0,2759.647935532732,153,0,2762,999.2817,0.0,470.4195
1,24,134.01826377492398,0.0,2697.6268054048996,139,0,2700,996.3449,0.0,474.64587
1,25,159.00658062566072,285.01431873906404,2472.003077869769,164,290,2477,998.68097,997.1336,999.3865
1,26,103.00223437696695,299.0143188824877,206.0055811072234,108,304,211,999.55444,997.1336,998.881
1,27,98.00352397561073,324.0003987477394,197.00042313989252,103,329,202,999.2966,999.91754,999.91254
1,28,159.00689667090774,0.0,2696.6381740138168,164,0,2699,998.6178,0.0,472.3724
1,29,162.02205434069037,0.0,2703.669436841621,167,0,2706,995.58624,0.0,466.11923
1,30,163.0073701404035,0.0,2690.667358291219,168,0,2693,998.5231,0.0,466.53497
1,31,166.02205438166857,0.0,2674.668148046476,171,0,2677,995.58624,0.0,466.3771
1,32,165.00965956877917,318.0220559388399,1813.0075677045388,170,323,1818,998.0652,995.58624,998.48395
1,33,98.020787127316,335.0000547351083,204.00042321160436,103,340,209,995.84393,999.98517,999.91254
1,34,375.01874819397926,0.0,2474.8584421870764,380,0,2477,996.2488,0.0,428.31693
1,35,324.0187466740608,0.0,2482.8584419998806,329,0,2485,996.2488,0.0,428.31693
1,36,328.002457100898,671.0187570154667,372.0034320357954,333,676,377,999.50684,996.2488,999.31195
1,37,98.00000260025263,684.000255488907,296.004851102829,103,689,301,1000.0,999.9479,999.0277
1,38,346.0117999613285,0.0,2478.8537841988727,351,0,2481,997.63824,0.0,429.2486
1,39,346.0117999613285,0.0,2458.856363647268,351,0,2461,997.63824,0.0,428.7327
1,40,343.01874724030495,0.0,2487.857152409153,348,0,2490,996.2488,0.0,428.57483
1,41,315.0054042926058,712.000124292681,477.0058789862087,320,717,482,998.91724,999.97394,998.82245
1,42,330.0179573595524,0.0,2447.855363871553,335,0,2450,996.4067,0.0,428.9327
1,43,339.01179975271225,0.0,2444.8589428890264,344,0,2447,997.63824,0.0,428.21692
1,44,326.01666770130396,675.0003619194031,455.0044586727163,331,680,460,996.66455,999.9275,999.1067
1,45,339.0145892202854,0.0,2441.857442959328,344,0,2444,997.0803,0.0,428.51694
1,46,350.0187474489212,0.0,2513.853283386561,355,0,2516,996.2488,0.0,429.3485
1,47,350.0187474489212,0.0,2513.854572873446,355,0,2516,996.2488,0.0,429.0906
1,48,345.0048525631428,0.0,2467.8555739497533,350,0,2470,999.0277,0.0,428.8906
1,49,339.01874712109566,0.0,2470.853284386103,344,0,2473,996.2488,0.0,429.3486
1,50,344.02182621788234,0.0,2455.847626975039,349,0,2458,995.633,0.0,430.48004
1,51,327.02182571124285,0.0,2453.855363731156,332,0,2456,995.633,0.0,428.9327
1,52,343.01566829299554,1497.003040734795,999.0068982879166,348,1502,1004,996.86456,999.38684,998.6067
1,53,335.0156680345535,1480.0028830384836,834.0059556686319,340,1485,839,996.86456,999.41846,998.8027
1,54,341.0187471807003,1471.0028829504736,838.0059557077475,346,1476,843,996.2488,999.41846,998.8027
1,55,347.01874735951424,1471.0028829504736,840.0059557273053,352,1476,845,996.2488,999.41846,998.8027
1,56,327.0001940727234,1471.0028829504736,838.0059557077475,332,1476,843,999.9593,999.41846,998.8027
1,57,353.0169580646325,1466.0028829015791,838.0059557077475,358,1471,843,996.6067,999.41846,998.8027
1,58,332.0064310831949,1477.002883009147,871.0059560304508,337,1482,876,998.7119,999.41846,998.8027
1,59,353.008221169468,1470.0028829406947,862.0059559424408,358,1475,867,998.354,999.41846,998.8027
1,60,355.00872128224,1475.0028829895891,841.0059557370842,360,1480,846,998.254,999.41846,998.8027
1,61,343.01179987192154,1481.0010935745668,838.0046662208624,348,1486,843,997.63824,999.77637,999.06055
1,62,338.0117997229099,1478.0023830189602,799.0059553263709,343,1483,804,997.63824,999.51843,998.8027
1,63,331.00951002072543,1472.0028829602525,846.0059557859786,336,1477,851,998.0961,999.41846,998.8027
1,64,346.0117999613285,1472.0028829602525,870.0059560206719,351,1477,875,997.63824,999.41846,998.8027
1,65,356.01180025935173,1459.002882833127,866.0059559815563,361,1464,871,997.63824,999.41846,998.8027
1,66,352.00485277175903,1490.0028831362724,840.0059557273053,357,1495,845,999.0277,999.41846,998.8027
1,67,369.0118006467819,1471.0028829504736,874.0046665859409,374,1476,879,997.63824,999.41846,999.06055
1,68,357.0087213218212,1466.0028829015791,830.0059556295164,362,1471,835,998.254,999.41846,998.8027
1,69,352.01874750852585,1462.0028828624636,825.005955580622,357,1467,830,996.2488,999.41846,998.8027
1,70,315.0087200901471,1477.002883009147,863.0059559522197,320,1482,868,998.254,999.41846,998.8027
1,71,328.01129937171936,1470.0028829406947,844.0059557664208,333,1475,849,997.7382,999.41846,998.8027
1,72,326.00177304958925,1481.0028830482624,856.0059558837675,331,1486,861,999.6435,999.41846,998.8027
1,73,326.0087203979492,1478.000593558536,864.0059559619986,331,1483,869,998.254,999.87634,998.8027
1,74,352.00227382499725,1470.0028829406947,845.0059557761997,357,1475,850,999.5435,999.41846,998.8027
1,75,337.0082207258092,1470.0028829406947,843.0064557567239,342,1475,848,998.354,999.41846,998.7027
1,76,362.00872149085626,1478.0028830189258,826.0059555904008,367,1483,831,998.254,999.41846,998.8027
1,77,360.0087214112282,1480.0010935780592,842.005955746863,365,1485,847,998.254,999.77637,998.8027
1,78,344.008720934391,1476.002882999368,811.0059554437175,349,1481,816,998.254,999.41846,998.8027
1,79,324.0009834766388,1480.0010935780592,825.005955580622,329,1485,830,999.8014,999.7763,998.8027
1,80,327.0038519735681,1472.0010934998281,817.0059555023909,332,1477,822,999.22766,999.7763,998.8027
1,81,350.0048527121544,1484.0023830444552,833.005955658853,355,1489,838,999.0277,999.51843,998.8027
1,82,347.0048526227474,1477.0010935487226,846.0046662990935,352,1482,851,999.0277,999.7763,999.06055
1,83,357.0087213218212,1468.002882921137,861.0064559062012,362,1473,866,998.254,999.41846,998.7027
1,84,339.01179975271225,1471.0028829504736,873.0059560500085,344,1476,878,997.63824,999.41846,998.8027
1,85,348.00485265254974,1470.0028829406947,829.0059556197375,353,1475,834,999.0277,999.41846,998.8027
