seed,episode,reward_1458,reward_2259,reward_2821,clicks_1458,clicks_2259,clicks_2821,cost_1458,cost_2259,cost_2821
4,85,1026.0001098598586,301.00021353177726,517.013229239732,1031,306,522,999.96576,999.9546,997.36
4,86,1069.0022669391474,305.00021357275546,509.0103609506041,1074,310,514,999.5354,999.9546,997.9334
4,87,1031.0002413938055,310.0002136239782,497.0135184917599,1036,315,502,999.9411,999.9546,997.3023
4,88,999.0004001406487,307.00021359324455,516.0140967518091,1004,312,521,999.9097,999.9546,997.18695
4,89,1072.0012931120582,305.00021357275546,518.0138074755669,1077,310,523,999.7277,999.9546,997.2446
4,90,1104.0040819122223,314.0002136649564,518.0140185113996,1109,319,523,999.17017,999.9546,997.2022
4,91,1051.0005566641921,300.0002135215327,523.0130181498826,1056,305,528,999.87616,999.9546,997.4024
4,92,1194.0000795261003,316.0002136854455,509.01401847600937,1199,321,514,999.9657,999.9546,997.2022
4,93,1250.001315122121,310.0002136239782,526.0137289948761,1255,315,531,999.71783,999.9546,997.2599
4,94,1294.0029719021404,313.00021365471184,513.0122288428247,1299,318,518,999.38513,999.9546,997.5602
4,95,1372.0031542307697,308.00021363713313,499.01065045408905,1377,313,504,999.34406,999.9546,997.87573
4,96,1182.0041323013138,303.00021355226636,530.0145182628185,1187,308,535,999.156,999.9546,997.1021
4,97,1252.0001571065513,311.00021363422275,515.0106499064714,1257,316,520,999.94965,999.9546,997.87573
4,98,1174.0006063507171,312.0002136444673,522.0093608740717,1179,317,527,999.8598,999.9546,998.1336
4,99,1168.0015274516772,316.0002136854455,509.0093608126044,1173,321,514,999.6782,999.9546,998.1336
4,100,1162.0006066695787,314.0002136649564,519.0142028627452,1167,319,524,999.862,999.9546,997.16583
