episode,clicks_a0_mean,clicks_a0_std,clicks_a1_mean,clicks_a1_std,clicks_a2_mean,clicks_a2_std,cost_a0_mean,cost_a0_std,cost_a1_mean,cost_a1_std,cost_a2_mean,cost_a2_std
47,520.6,234.5875103239727,372.2,281.04216765460654,739.8,998.9565556119045,998.1705239999999,1.2164658639189496,799.6786199999999,447.0343708909942,885.0347580000001,254.88158683172048
48,442.4,141.4966430697209,333.2,229.74594664541962,737.0,977.2279672625011,999.084192,0.7036959878527397,799.6199300000001,447.0015236878555,884.81789,254.87317860150173
49,377.6,122.40424829228763,372.8,289.93568252286576,770.6,957.545455840087,998.641524,1.3421924664816394,799.58413,446.9818494977922,885.2725280000001,254.87091143522434
50,482.2,170.16962126067037,243.4,152.6312549905818,746.4,963.7049859785928,998.14786,1.6428602874103126,799.88738,447.1506816363718,885.027276,254.10189137876154
51,419.6,110.43233222204447,252.8,149.29735429671888,788.4,941.9014279636697,998.4641940000001,1.676016800804794,799.44908,446.9061121945268,884.9964560000001,254.9487747514132
52,449.8,140.82151824206414,537.4,542.6645372603593,864.8,760.2063535646095,998.363292,0.9711806212646532,999.465922,0.5889744264567064,887.181156,248.73200793935496
53,796.8,786.049743972988,536.6,534.3615817028765,422.4,318.273938612636,891.8106300000002,238.02633316164813,999.491866,0.5847638810494449,798.977768,446.6426895307569
54,799.2,791.8924800754204,534.8,529.3153124556288,417.4,330.1398188646744,892.04892,238.16189480315686,999.359016,0.6120481360808041,798.77764,446.53143340787807
55,787.2,812.2571637110996,542.4,523.8342295039529,420.8,335.09058476776096,892.086578,238.18299260876609,998.6030779999999,1.9923708145121986,798.4670400000001,446.35689056646476
56,750.6,792.8750216774395,548.2,519.5552906091901,416.0,330.9675210651341,892.453758,238.38541117788526,998.858798,1.4547777352984284,798.590174,446.42635619067045
57,817.2,796.0569703231045,646.4,490.28440725766507,298.0,320.1343467983403,891.83511,238.04047421743408,999.538904,0.6076349486575034,798.583234,446.42538432443814
58,780.2,805.2444970318021,714.6,471.79900381412426,289.2,338.3691770832562,892.62901,238.48247554440852,999.5464519999999,0.6136271681322504,799.3766499999999,446.8655021725357
59,807.4,803.9479460761125,543.8,522.2060895853284,389.4,331.07899359518416,892.3802739999999,238.34337393271977,999.5717779999999,0.6340391596896835,798.246832,446.23393620469983
60,817.4,769.2644538778585,655.0,501.46086587090724,313.6,369.18328781243605,892.553218,238.4405652931412,999.545968,0.6133452428852771,599.17594,546.9712302521843
61,1181.2,909.953680139819,580.4,579.232941052216,313.0,367.8668237283705,786.14807,291.14287687840357,799.632434,447.0085106088404,598.982756,546.794173418481
62,1188.4,893.9691269837008,581.4,579.2061809062469,323.2,353.770688440973,784.238482,293.7182934000244,799.592406,446.98612889632847,599.4473984399999,545.8788150433849
63,1110.2,809.5231312322088,575.2,575.6220113928931,369.8,325.78474488533067,890.919024,241.5519202231377,799.191366,446.7621696830599,798.675034,446.474376373453
64,807.0,775.4144053343348,579.2,576.8190357469143,375.2,335.9697903085931,890.986534,241.70246236703522,799.191366,446.7621696830599,798.848554,446.57091527578643
65,705.4,564.9037971194741,657.0,491.29319148549166,400.8,300.7103257289313,999.2683020000001,0.958935701139542,999.3724340000001,0.645469069731456,998.479552,1.0586886603340964
66,816.4,814.9486486889833,663.8,504.0701340091476,350.6,332.7999399038407,891.7410839999999,239.94309658178432,999.011638,1.182721301203277,799.34543,446.84799291799106
67,783.8,800.5224544008744,724.0,459.69935827668934,352.2,329.5742708404283,941.7089400000001,127.60631815796505,999.406146,0.5945686475756848,800.0287574,445.4440243376185
68,742.8,822.7768227168289,693.2,477.93221276662234,369.6,324.2796632538032,908.0458699999999,203.85333833031112,999.4117740000002,0.6011033992417709,798.96078,446.63374398653735
69,730.2,803.1884585824176,721.6,452.93630898836096,360.6,306.8041720707201,900.867232,217.1390402384659,999.4493479999999,0.573748487030687,798.856612,446.57597552641556
70,795.8,843.4572899679034,577.6,522.1650122327233,412.2,320.6223635369186,892.2847960000001,238.29207167340743,998.783222,1.6217605524305931,798.692134,446.4840810532496
71,589.2,447.98571405793734,578.4,517.2913105784786,514.0,220.16130450194922,998.5399439999999,0.918112596515264,998.7832420000001,1.6217786086022863,998.2116480000001,1.2631516118700998
72,807.4,861.8795159417585,581.6,521.7626855190011,455.0,313.25069832324397,893.0589739999999,238.7225090078558,998.596938,1.5043295009139257,799.179862,446.7565421123666
73,842.2,731.2610341047854,977.8,1018.2129934350671,458.6,315.6901962367536,807.593546,265.12355059926887,998.5933000000001,1.5688195848471478,798.95548,446.6314389618212
74,887.8,742.6403571042985,1070.2,961.4076658733277,692.8,653.9840976659906,809.0432859999999,263.7219135955542,998.504932,1.4758422601755028,799.2709739999999,446.8064803112068
75,768.8,773.5132190208517,678.8,500.37356045258826,701.0,652.56225756628,892.242806,238.26673938611572,998.7907360000002,1.6286166054753215,799.1269340000001,446.7262518701371
76,1018.0,856.0733029361446,697.0,486.8716463299131,684.2,705.9757077973717,948.12001,112.68325321240287,998.883282,1.378214289985426,836.414932,362.597682765399
77,525.8,423.80030674835524,708.8,471.42942207715464,729.2,683.2804694998972,998.84765,0.5546931223658709,998.6426959999999,1.6958845873850164,991.333704,16.816265140625887
78,1008.2,874.1007951031734,723.8,458.19941073729024,669.0,731.1371280409716,794.034182,280.37782879765155,998.727362,1.3151549587482034,795.103572,444.5401888751825
79,794.8,763.6528661636778,738.4,449.7130196025016,663.4,721.0792605532348,892.7051660000001,238.52555954887472,998.6281219999998,1.7266539343250176,795.0057220000001,444.49788936297495
80,393.2,108.42140010164046,722.2,456.45886999816315,691.0,694.3554565206498,998.9241840000001,0.8805558440439604,998.7784340000001,1.4127194889573809,988.1185939999999,23.647807570421385
81,363.6,138.15498543302735,734.6,458.38826337505634,718.0,673.504639924626,998.99683,0.4455800315319437,998.74167,1.7837551540079835,998.8226780000001,1.3305251793821915
82,512.8,372.030509501573,647.4,475.89000830023735,447.8,257.7619056416212,998.906096,0.35965432686123383,998.9659099999999,1.4297056866712283,998.589574,1.3196198555379501
83,481.4,343.4003494465316,623.4,486.52163364027297,455.8,265.4264493225948,998.936398,0.7080397877379376,998.920282,1.3403470797222516,998.4148640000001,1.3601192305198864
84,510.8,359.3851694213327,614.8,492.5248217095256,464.4,272.400991187624,998.8973579999999,0.8647602370715152,998.9060499999999,1.369075139939387,998.426376,1.373039228146821
85,450.0,366.8405648234666,611.4,494.6784814402179,484.2,228.5874012276267,999.03803,0.9747660064343573,999.101782,0.9907132337967663,998.3706759999999,1.44047012326877
86,493.0,411.79728022414133,636.6,487.19585384114265,473.2,235.4340672035379,999.03748,0.9742263639678342,998.942626,2.0219071121418875,998.5253640000001,1.2865938602488383
87,421.8,364.8180368348035,625.8,485.2542632476298,477.2,229.6142417185833,998.95795,0.9332066906639576,998.859334,1.4642739323569236,998.399144,1.3862811559817276
88,504.4,418.2496861923509,631.6,495.38601110649057,473.8,226.7855815522671,999.25067,1.0630406551491585,998.859334,1.4642739323569236,998.516044,1.5463396035250359
89,440.4,382.2849722392969,624.0,493.28744155917855,481.2,245.33079708833947,998.5554020000002,1.0458301124561205,999.1656280000001,1.5260776917542584,997.8900740000001,1.4560746209861737
90,684.6,683.3793236556108,624.6,485.25900300767216,473.6,247.3455073374085,956.4188120000001,93.30814420583862,999.1372220000001,1.5154597873978752,997.721632,1.1908594396989272
91,672.2,676.0552492215411,630.4,498.74021293655477,476.2,244.84934143264505,902.343152,216.4274390887221,999.1540419999999,1.526641755985988,997.586952,1.4186610558974417
92,767.6,633.3772967197356,813.0,621.7121520446581,477.0,225.68672978267907,881.789912,261.4547889412694,998.908932,1.4479868800924987,997.80478,1.2951585848073042
93,828.0,627.3938157170502,813.8,620.1013626819409,469.8,236.85797432216634,896.275242,228.534228265515,998.9342200000001,1.394565099878814,997.71316,1.1628931011920376
94,790.6,648.7567340690962,810.4,619.4096382847138,485.2,240.95580507636663,878.013746,270.3013854912974,998.9173440000001,1.4553781947933686,998.433072,1.321899503714254
95,1119.6,858.8383433452422,694.4,487.6000410172255,434.2,309.25103071776493,771.565474,312.72313788859645,998.5761200000001,1.4891771200230137,799.09140644,445.0650093400125
96,1025.8,830.5159239894199,627.6,475.33809020527696,445.4,306.8188390565351,891.7693660000001,238.00480775446863,998.6163059999999,1.906262309489444,798.509274,446.3822616168791
97,1100.8,858.7369795228338,629.8,484.5102682090443,440.4,303.37567470052704,788.745642,287.67581005575335,998.7216619999999,1.7509773380086877,798.504038,446.3784019284965
98,1100.4,864.6917369791387,622.8,490.2241324129199,443.6,312.2503803040118,773.026682,309.914474584289,998.9998499999999,1.1826585068395692,798.535612,446.3959975653161
99,1077.8,849.0646029602224,635.6,484.5795084400495,436.6,300.40772293667817,778.588748,300.9380790665031,998.7658279999999,1.6581755716057398,798.555612,446.4072098395519
100,843.4,831.8024404869224,620.4,498.140843537247,450.6,308.0329527826528,891.847726,238.0502968533318,999.353442,0.6296745463491508,798.507236,446.38101126581114
