episode,seed,steps,total_clicks,total_wins,total_cost,clicks_1458,wins_1458,cost_1458,util_1458,lambda_1458,ent_thr_1458,ent_res_1458,clicks_2259,wins_2259,cost_2259,util_2259,lambda_2259,ent_thr_2259,ent_res_2259,clicks_3386,wins_3386,cost_3386,util_3386,lambda_3386,ent_thr_3386,ent_res_3386,clicks_2997,wins_2997,cost_2997,util_2997,lambda_2997,ent_thr_2997,ent_res_2997,clicks_3476,wins_3476,cost_3476,util_3476,lambda_3476,ent_thr_3476,ent_res_3476
56,2,125000,885,10554,247129.00390625,181,2002,49295.5078125,98.59110260009766,31.134445190429688,0.3837358355522156,1.8592534065246582,184,1903,49994.08984375,99.98826599121094,3.829812526702881,0.9612845778465271,1.2809745073318481,175,2144,49121.1328125,98.24224853515625,38.06117248535156,1.1727204322814941,0.37425529956817627,194,2392,48868.359375,97.73675537109375,8.600605010986328,0.37558579444885254,0.5150375366210938,151,2113,49849.9140625,99.69982147216797,9.630586624145508,1.3031020164489746,0.03833666816353798
57,2,125000,987,9888,247643.22265625,206,1938,49436.43359375,98.87284851074219,1.5551741123199463,0.46487993001937866,1.7126989364624023,199,1681,48994.0234375,97.98816680908203,11.291901588439941,1.6173052787780762,1.386305332183838,200,2031,49987.6640625,99.97538757324219,2.785633087158203,1.1334083080291748,0.45312732458114624,174,2058,49995.16015625,99.99034118652344,5.335111618041992,0.41633695363998413,0.596476674079895,208,2180,49229.94140625,98.45982360839844,47.63095474243164,0.805213451385498,0.05056630074977875
58,2,125000,887,9897,247771.1640625,194,2180,49991.71484375,99.98347473144531,2.2784221172332764,0.34567660093307495,1.4541746377944946,168,1632,49996.6484375,99.99330139160156,24.93009376525879,2.2286908626556396,1.3978835344314575,93,1094,49710.0390625,99.4200668334961,90.00984191894531,1.1349754333496094,0.5174034237861633,230,2285,48486.984375,96.9739761352539,5.42110538482666,0.3273557722568512,0.7530174255371094,202,2706,49585.77734375,99.17159271240234,25.325092315673828,0.7790863513946533,0.052745621651411057
59,2,125000,1102,11272,249156.5625,224,2166,49988.44921875,99.97695922851562,2.0006895065307617,0.22553370893001556,0.7555699944496155,236,2256,49992.71484375,99.98548889160156,2.1043081283569336,2.3347930908203125,1.2534890174865723,238,2345,49992.0546875,99.98418426513672,4.638200283050537,0.8469299077987671,0.7232459187507629,198,2031,49979.76171875,99.95957946777344,65.31830596923828,0.26042717695236206,1.0200968980789185,206,2474,49203.58203125,98.40711975097656,5.717873573303223,0.817080557346344,0.043582942336797714
60,2,125000,1148,11200,249132.13671875,255,2258,49534.7734375,99.06967163085938,18.625904083251953,0.21634843945503235,0.5767809152603149,209,1988,49994.87890625,99.98990631103516,7.017355918884277,2.4347643852233887,0.848792552947998,231,2262,49988.4921875,99.9770278930664,2.402764320373535,0.9236819744110107,0.7317086458206177,200,2083,49621.40234375,99.24288177490234,7.08390998840332,0.21434661746025085,1.1992188692092896,253,2609,49992.58984375,99.98509216308594,2.7373805046081543,0.8230089545249939,0.06159815192222595
61,2,125000,884,9803,248807.21875,173,1658,49648.265625,99.2965087890625,3.0187604427337646,0.13673844933509827,0.4191528558731079,133,1728,49989.4765625,99.97901153564453,15.110641479492188,2.235114574432373,0.584447979927063,189,1975,49990.265625,99.98058319091797,5.109157562255859,0.5828182101249695,0.4575369954109192,198,2089,49506.55859375,99.01317596435547,1.4471285343170166,0.09919395297765732,0.3113253712654114,191,2353,49672.65234375,99.34522247314453,87.44573974609375,0.6420065760612488,0.04629574343562126
62,2,125000,1168,11329,248780.21484375,240,2159,49903.38671875,99.80679321289062,32.06937789916992,0.0847240686416626,0.3445720672607422,259,2207,49994.0546875,99.98804473876953,88.91118621826172,1.9340596199035645,0.6469655632972717,206,2461,49997.04296875,99.99409484863281,8.555374145507812,0.33567866683006287,0.19895035028457642,225,2040,49346.8203125,98.69367218017578,58.6486930847168,0.11643426865339279,0.0666399598121643,238,2462,49538.91015625,99.07782745361328,2.431882381439209,0.5709889531135559,0.034873414784669876
63,2,125000,906,10239,248414.57421875,158,1586,49692.2734375,99.38452911376953,76.8967056274414,0.035272881388664246,0.14096209406852722,162,1841,49995.40234375,99.99082946777344,1.562911033630371,1.6760293245315552,0.6413560509681702,204,2422,48792.41796875,97.58480834960938,16.146595001220703,0.11015874892473221,0.1095852255821228,190,2030,49935.05078125,99.87004852294922,1.0956135988235474,0.14046385884284973,0.013172141276299953,192,2360,49999.4296875,99.99887084960938,99.99993133544922,0.7343662977218628,0.014410698786377907
64,2,125000,918,11348,248328.53515625,168,1666,49253.7109375,98.50747680664062,49.83206558227539,0.04312938451766968,0.14518693089485168,172,2271,49512.58203125,99.02523803710938,3.3526597023010254,1.7017204761505127,0.7908949851989746,206,2817,49991.58203125,99.98312377929688,16.999343872070312,0.0937107503414154,0.18681028485298157,138,1935,49988.97265625,99.97791290283203,3.8937361240386963,0.2469884157180786,0.0199769027531147,234,2659,49581.6875,99.16331481933594,80.33419799804688,0.7992729544639587,0.05533849820494652
65,2,125000,939,10836,249570.3671875,188,1694,49992.10546875,99.98419952392578,69.31734466552734,0.006205388810485601,0.0067519256845116615,162,1943,49995.484375,99.990966796875,2.420290470123291,1.3995592594146729,0.5307289958000183,234,2841,49599.625,99.19924926757812,2.6087539196014404,0.004429473076015711,0.0530291385948658,168,1928,49998.7421875,99.99742126464844,2.550916910171509,0.055049680173397064,0.0006317758234217763,187,2430,49984.41015625,99.96875762939453,3.1026337146759033,0.5905131697654724,0.008765826001763344
66,2,125000,1135,11246,247978.0546875,235,2234,49352.30078125,98.70475769042969,1.7293875217437744,0.0455460362136364,0.03973105922341347,222,2292,49973.19921875,99.94637298583984,1.140528678894043,1.8220772743225098,0.7005239725112915,234,2396,48667.734375,97.33552551269531,3.8553338050842285,0.026399660855531693,0.19944046437740326,229,2155,49989.76171875,99.97950744628906,1.6009609699249268,0.13601750135421753,0.006347641348838806,215,2169,49995.05859375,99.99018859863281,2.7755701541900635,0.8900366425514221,0.05960112437605858
67,2,125000,1008,11938,249194.0390625,188,2102,49226.7734375,98.45360565185547,47.34651184082031,0.006065519992262125,0.0035169359762221575,194,2020,49996.76171875,99.99337768554688,2.217862129211426,1.772365689277649,0.6430186033248901,198,2919,49999.890625,99.99967956542969,14.500166893005371,0.003935265354812145,0.0412304513156414,195,2087,49978.09765625,99.9561538696289,1.5903065204620361,0.04916489124298096,0.0004440171760506928,233,2810,49992.515625,99.98503112792969,1.8512213230133057,0.4789544641971588,0.01207601185888052
68,2,125000,982,11710,248588.9765625,179,1829,49995.0546875,99.99015045166016,99.99671936035156,0.000992793356999755,0.0005376213230192661,213,2043,49994.6640625,99.98937225341797,4.830508232116699,1.6433682441711426,0.6952939629554749,212,3124,49984.10546875,99.96819305419922,2.2841577529907227,0.000558172061573714,0.005775554571300745,190,2189,49317.6328125,98.63522338867188,3.232832431793213,0.03156401589512825,4.874265141552314e-05,188,2525,49297.51953125,98.59506225585938,13.704155921936035,0.34198662638664246,0.008559225127100945
69,2,125000,933,11652,248069.859375,171,1759,49985.2265625,99.97045135498047,0.8240479230880737,0.0007098485366441309,0.00047310887021012604,201,2413,49994.96484375,99.98992919921875,7.593085289001465,1.5533456802368164,0.6904938817024231,193,2906,49122.5078125,98.24490356445312,20.12392807006836,0.00019745685858651996,0.0019764972385019064,197,2191,48971.3515625,97.94270324707031,26.629169464111328,0.027234360575675964,3.091964026680216e-05,171,2383,49995.80859375,99.9916000366211,1.9815117120742798,0.6584468483924866,0.014327652752399445
70,2,125000,986,10391,249132.3984375,198,1673,49158.296875,98.31658935546875,2.3219521045684814,0.0008104801527224481,0.0008443236583843827,177,1524,49998.21484375,99.99647521972656,10.423042297363281,1.4153900146484375,0.6354540586471558,215,2364,49990.2734375,99.98051452636719,3.9125068187713623,0.00047705069300718606,0.004852069076150656,203,1959,49995.4375,99.99091339111328,58.33353805541992,0.07596626877784729,0.00010691562783904374,193,2871,49990.17578125,99.98026275634766,4.689361095428467,0.605542778968811,0.03863212838768959
71,2,125000,833,11762,248334.60546875,152,1780,49992.28125,99.98451232910156,1.8158446550369263,0.00010155940981348976,0.0001268975029233843,162,2239,49995.03515625,99.99005126953125,99.99665069580078,1.7207670211791992,0.6959794759750366,203,3027,49994.765625,99.98948669433594,25.586334228515625,0.0001295190886594355,0.00132866227068007,166,2294,48733.70703125,97.46745300292969,13.4667387008667,0.012035355903208256,2.6801084459293634e-05,150,2422,49618.81640625,99.23759460449219,24.078439712524414,0.4203793704509735,0.028433237224817276
72,2,125000,989,11475,248382.19140625,165,1691,49423.04296875,98.84606170654297,7.601744174957275,1.3089659205434145e-06,1.4103870853432454e-06,210,2338,49987.1640625,99.97434997558594,2.099682331085205,1.5958858728408813,0.6318910717964172,210,2984,49310.0859375,98.6202163696289,5.351027011871338,4.407288997754222e-06,6.741958350175992e-05,184,1870,49996.90625,99.99380493164062,8.345787048339844,0.0005978108965791762,8.085280001068895e-07,220,2592,49664.9921875,99.32997131347656,9.580517768859863,0.480866402387619,0.007980412803590298
73,2,125000,908,11672,246709.7578125,142,1506,48635.86328125,97.27176666259766,9.37327766418457,6.6896568569063675e-06,6.8672243287437595e-06,201,2351,49250.6875,98.5013427734375,49.54707717895508,1.459871530532837,0.5726263523101807,195,2729,48843.69921875,97.6873779296875,18.572744369506836,2.508739726181375e-06,2.9648159397765994e-05,164,2217,49994.59375,99.9891128540039,3.202659845352173,0.0015121748438104987,2.6243158117722487e-06,206,2869,49984.9140625,99.96993255615234,3.189035177230835,0.7334601283073425,0.027975525707006454
74,2,125000,952,10488,248327.97265625,166,1607,49974.83984375,99.94955444335938,1.599589467048645,1.6113696119646193e-06,1.042045596477692e-06,213,2215,49647.40234375,99.29473876953125,85.588623046875,1.1150904893875122,0.5946665406227112,186,2280,49997.17578125,99.99434661865234,5.699307441711426,2.5087953758884396e-07,6.3465449784416705e-06,174,1951,48708.6796875,97.41744995117188,6.100173473358154,0.00021501112496480346,2.1545896800034825e-07,213,2435,49999.875,99.99979400634766,4.795660018920898,0.16192728281021118,0.03764676675200462
75,2,125000,1117,10832,247561.9453125,207,1851,49176.40625,98.3528060913086,10.24335765838623,2.902604308019363e-07,2.383480932621751e-07,181,1897,49020.8359375,98.04168701171875,8.700963973999023,0.9617477655410767,0.6904721260070801,245,2260,49981.4453125,99.96297454833984,15.052648544311523,6.005236485862042e-08,9.668606253399048e-07,222,2116,49957.69921875,99.91546630859375,5.526797771453857,0.000477234716527164,1.6425907745087898e-07,262,2708,49425.55859375,98.8510513305664,2.0542361736297607,0.019189337268471718,0.013772097416222095
76,2,125000,887,10488,249487.06640625,167,1742,49977.203125,99.95447540283203,1.9634593725204468,3.4281041894068665e-10,1.880889888283832e-10,167,1806,49945.98828125,99.89202117919922,0.7721248865127563,0.8132576942443848,0.6939574480056763,208,2549,49573.9296875,99.14787292480469,79.68182373046875,7.412468555623164e-11,1.056350229511338e-09,175,2080,49995.0234375,99.99017333984375,1.5860934257507324,3.3296387300651986e-06,3.2138899874745164e-10,170,2311,49994.921875,99.98985290527344,7.541341781616211,0.0003628331469371915,0.00013695484085474163
77,2,125000,1006,11920,247239.078125,163,1726,49949.11328125,99.89832305908203,49.24228286743164,2.1193391486207247e-09,1.7627684867349558e-09,218,2424,49537.890625,99.07564544677734,33.5458869934082,0.7320789098739624,0.6691171526908875,216,2797,49650.640625,99.30121612548828,4.2768402099609375,3.543571547304225e-10,4.4888581740565314e-09,205,2199,48320.78125,96.64155578613281,2.5878491401672363,2.862904011635692e-06,4.9232311560842845e-09,204,2774,49780.65234375,99.56144714355469,94.15613555908203,0.00040810013888403773,0.00018849861226044595
78,2,125000,997,11788,248308.30078125,175,1828,49987.73828125,99.97551727294922,1.652639627456665,2.7566820676080397e-15,1.4055944247610454e-15,191,1960,48365.0703125,96.73011016845703,1.777331829071045,0.5148136019706726,0.23186005651950836,232,3023,49982.0078125,99.96398162841797,2.235746145248413,6.4442783317204995e-15,2.120174288954349e-13,186,2123,49975.87109375,99.9516830444336,1.8042834997177124,6.75464906230161e-10,8.698591299300881e-14,213,2854,49997.61328125,99.99530029296875,99.99918365478516,5.5467107813456096e-06,6.486255301751953e-07
79,2,125000,1103,11602,247257.25,189,1867,49991.015625,99.98204040527344,5.894802570343018,2.375782903740742e-11,2.2795985585299938e-11,225,2576,49091.05859375,98.18209075927734,18.9489688873291,0.44947099685668945,0.06530331075191498,214,2266,48756.1796875,97.51236724853516,14.449995994567871,7.417988098779027e-12,7.260791967667046e-11,243,2362,49993.53515625,99.98709106445312,60.955238342285156,5.668965030736217e-08,7.402720103577565e-10,232,2531,49425.4609375,98.85093688964844,2.583489179611206,0.00011236991849727929,3.980195469921455e-05
80,2,125000,1159,11898,247204.19921875,255,2002,49539.625,99.07938385009766,76.71385955810547,1.9502450869512966e-12,2.0853061031417264e-12,236,2586,49991.484375,99.98295593261719,99.99048614501953,0.1361800730228424,0.030375715345144272,225,2299,48574.86328125,97.14976501464844,3.9283249378204346,1.0998191289982029e-12,1.141981908342471e-11,232,2422,49132.87890625,98.26567077636719,39.0469970703125,2.094414419673285e-09,1.5224367599930844e-10,211,2589,49965.34765625,99.93074798583984,13.316798210144043,1.7840482541942038e-05,7.326946615648922e-06
