episode,seed,steps,total_clicks,total_wins,total_cost,clicks_1458,wins_1458,cost_1458,util_1458,lambda_1458,ent_thr_1458,ent_res_1458,clicks_2259,wins_2259,cost_2259,util_2259,lambda_2259,ent_thr_2259,ent_res_2259,clicks_3386,wins_3386,cost_3386,util_3386,lambda_3386,ent_thr_3386,ent_res_3386,clicks_2997,wins_2997,cost_2997,util_2997,lambda_2997,ent_thr_2997,ent_res_2997,clicks_3476,wins_3476,cost_3476,util_3476,lambda_3476,ent_thr_3476,ent_res_3476
11,2,125000,596,7050,248856.8828125,102,1210,49833.4453125,99.66693115234375,0.02510887384414673,3.9251036643981934,2.38383412361145,123,1276,49876.4140625,99.75279998779297,98.1025161743164,3.9117026329040527,2.392019033432007,93,835,49965.953125,99.93192291259766,99.85356140136719,3.9220151901245117,2.3787291049957275,124,1346,49182.7890625,98.36555480957031,43.37792205810547,3.9069623947143555,2.370919704437256,154,2383,49998.28125,99.9966049194336,10.040360450744629,3.9036316871643066,2.3491337299346924
12,2,125000,773,7868,249284.6171875,137,1258,49991.9375,99.9838638305664,99.9914321899414,3.9240808486938477,2.379575252532959,162,1590,49981.9765625,99.9639663696289,99.95853424072266,3.9111862182617188,2.3908865451812744,163,1643,49985.92578125,99.97188568115234,2.7187983989715576,3.9216468334198,2.3791704177856445,171,2110,49345.96484375,98.69197845458984,0.7116951942443848,3.9056360721588135,2.37022066116333,140,1267,49978.8125,99.95762634277344,99.94285583496094,3.9034264087677,2.3455865383148193
13,2,125000,660,7112,248888.0390625,176,2055,48925.0546875,97.8501205444336,0.41800999641418457,3.923482656478882,2.379223346710205,145,1406,49998.28125,99.99659729003906,99.99954986572266,3.9101576805114746,2.390017032623291,107,1266,49988.1484375,99.97631072998047,99.98187255859375,3.9212265014648438,2.375154495239258,125,1154,49992.95703125,99.98593139648438,99.99346923828125,3.9028024673461914,2.364759922027588,107,1231,49983.59765625,99.96717834472656,99.96549987792969,3.9037375450134277,2.3388888835906982
14,2,125000,821,9431,249848.47265625,166,1595,49997.2109375,99.99443054199219,99.99888610839844,3.924765110015869,2.3827710151672363,149,1428,49863.8984375,99.72787475585938,97.70573425292969,3.9101901054382324,2.3896918296813965,218,2900,49994.515625,99.98902130126953,14.66224479675293,3.923365354537964,2.3762283325195312,129,1275,49994.6328125,99.98931884765625,99.99614715576172,3.9084346294403076,2.3704757690429688,159,2233,49998.21484375,99.99647521972656,3.451155424118042,3.914486885070801,2.3557846546173096
15,2,125000,652,7543,249947.98046875,136,1401,49997.07421875,99.99417114257812,18.59329605102539,3.9236741065979004,2.3809502124786377,126,1517,49970.69140625,99.9413833618164,99.89125061035156,3.907745122909546,2.3889713287353516,105,1306,49999.66015625,99.99935150146484,99.99996185302734,3.921318531036377,2.371025562286377,118,1427,49989.15625,99.97830963134766,99.9847640991211,3.902690887451172,2.3547616004943848,167,1892,49991.3984375,99.98285675048828,1.7002668380737305,3.9098265171051025,2.3455710411071777
16,2,125000,988,9407,249244.0234375,207,1946,49987.79296875,99.97559356689453,4.095466613769531,3.9244885444641113,2.383563995361328,220,2484,49858.83203125,99.71764373779297,97.53244018554688,3.9075841903686523,2.388746738433838,109,880,49994.234375,99.9885025024414,3.213994264602661,3.9229907989501953,2.37343168258667,210,1598,49998.4921875,99.99705505371094,6.813718795776367,3.904467821121216,2.358458995819092,242,2499,49404.671875,98.80928039550781,64.18744659423828,3.9143242835998535,2.3550338745117188
17,2,125000,797,8399,248561.6171875,171,2125,49996.3515625,99.99276733398438,5.130385398864746,3.9197282791137695,2.3789894580841064,123,1238,48701.7109375,97.40340423583984,12.152671813964844,3.9009902477264404,2.3881139755249023,163,1680,49921.484375,99.84300231933594,0.810248076915741,3.918882369995117,2.369718313217163,181,1539,49945.89453125,99.89178466796875,99.63197326660156,3.890448570251465,2.3304061889648438,159,1817,49996.17578125,99.9923324584961,99.99797821044922,3.899400234222412,2.3165674209594727
18,2,125000,1048,8942,246781.0078125,221,1546,48707.0078125,97.41405487060547,3.989051580429077,3.9190075397491455,2.378006935119629,175,1753,49491.53125,98.9830322265625,52.77650451660156,3.899477005004883,2.389770269393921,235,2179,49997.10546875,99.99423217773438,3.1951451301574707,3.9181952476501465,2.3713510036468506,194,1666,48607.3046875,97.21466064453125,5.041907787322998,3.887279510498047,2.3283045291900635,223,1798,49978.05859375,99.95612335205078,99.93873596191406,3.8978493213653564,2.3145883083343506
19,2,125000,875,7451,249292.109375,203,1591,49761.46875,99.52296447753906,0.09771739691495895,3.889734983444214,2.348690986633301,191,1640,49571.671875,99.14334106445312,79.48921203613281,3.862720489501953,2.367556095123291,174,1505,49996.8984375,99.99382019042969,99.99864196777344,3.889646530151367,2.3397984504699707,154,1396,49995.8984375,99.99183654785156,99.99769592285156,3.8279058933258057,2.1939117908477783,153,1319,49966.171875,99.93238067626953,99.85550689697266,3.8315465450286865,2.146625518798828
20,2,125000,952,8827,249305.05078125,195,2165,49995.68359375,99.9914321899414,6.50348424911499,3.9189043045043945,2.3749051094055176,205,1933,49997.5078125,99.99502563476562,3.4918270111083984,3.895411968231201,2.3828492164611816,135,1302,49374.16796875,98.74834442138672,31.231388092041016,3.9182281494140625,2.3759219646453857,224,1919,49952.52734375,99.90509796142578,99.71653747558594,3.8857057094573975,2.313741683959961,193,1508,49985.1640625,99.97030639648438,99.97171020507812,3.906863212585449,2.3411827087402344
21,2,125000,878,8459,249221.8359375,174,1627,49943.94921875,99.8879165649414,0.934333860874176,3.9176547527313232,2.3700551986694336,163,1475,49980.38671875,99.96076965332031,9.808591842651367,3.891246795654297,2.3771042823791504,176,1530,49321.22265625,98.64253234863281,56.203731536865234,3.9181313514709473,2.375845432281494,182,1918,49979.48828125,99.95896911621094,99.9463882446289,3.87968111038208,2.30059552192688,183,1909,49996.7890625,99.99356842041016,99.99855041503906,3.9068071842193604,2.3411993980407715
22,2,125000,684,6854,248154.0390625,40,521,49992.7265625,99.98544311523438,99.99299621582031,3.917457342147827,2.3649771213531494,90,1008,49998.85546875,99.99761962890625,6.085798740386963,3.8885891437530518,2.376007080078125,212,1819,49081.40625,98.16281127929688,34.742427825927734,3.917707920074463,2.375882148742676,172,1594,49087.23828125,98.17447662353516,3.8340842723846436,3.8775153160095215,2.3087852001190186,170,1912,49993.8125,99.9876708984375,2.835883617401123,3.9056942462921143,2.3397536277770996
23,2,125000,1059,9540,248925.2578125,249,2321,49989.11328125,99.9782485961914,99.98466491699219,3.9095077514648438,2.343319892883301,193,1963,49853.15625,99.70628356933594,97.33280181884766,3.8808698654174805,2.375321865081787,214,1800,49091.85546875,98.18370056152344,35.45209503173828,3.9123435020446777,2.367664337158203,213,1659,49997.4453125,99.99494171142578,99.99906921386719,3.8555352687835693,2.27821683883667,190,1797,49993.6875,99.98728942871094,2.745435953140259,3.8879995346069336,2.3083267211914062
24,2,125000,823,8069,249828.015625,219,2312,49854.4375,99.70887756347656,16.952777862548828,3.903961181640625,2.329488515853882,164,1751,49983.83984375,99.96772003173828,17.31920051574707,3.876821279525757,2.3722758293151855,148,1284,49993.40234375,99.98680114746094,2.5406363010406494,3.908902883529663,2.365647792816162,181,1245,49998.40625,99.99678039550781,10.758123397827148,3.844289779663086,2.280776023864746,111,1477,49997.9296875,99.99584197998047,5.84141206741333,3.878793954849243,2.2937281131744385
25,2,125000,1012,10119,249598.28515625,239,2373,49996.1640625,99.99231719970703,2.823639392852783,3.9096577167510986,2.3448686599731445,185,1657,49643.2109375,99.28642272949219,60.85145950317383,3.874687671661377,2.3699123859405518,220,2296,49993.03125,99.98614501953125,99.99365997314453,3.9123659133911133,2.368417263031006,195,1816,49973.6484375,99.94730377197266,2.684260368347168,3.8624377250671387,2.31528377532959,173,1977,49992.23046875,99.98439025878906,2.8029046058654785,3.895331859588623,2.323975086212158
26,2,125000,919,9399,248042.11328125,181,1749,49930.34765625,99.86070251464844,99.39202117919922,3.8914623260498047,2.3041586875915527,202,2496,49477.10546875,98.95427703857422,71.0349349975586,3.848240613937378,2.3670597076416016,186,1852,49998.95703125,99.99793243408203,78.06391906738281,3.8959007263183594,2.3519136905670166,159,1585,48681.734375,97.3634033203125,9.610906600952148,3.809861660003662,2.252898693084717,191,1717,49953.96875,99.90784454345703,99.73265075683594,3.8419766426086426,2.2259974479675293
27,2,125000,924,8362,248511.70703125,206,2012,49998.25,99.99647521972656,16.593544006347656,3.875138521194458,2.2681171894073486,177,1517,49986.703125,99.9734115600586,99.97722625732422,3.828705310821533,2.35992169380188,168,1396,49808.4140625,99.6167984008789,4.9410014152526855,3.884227991104126,2.3339056968688965,173,1610,49916.78515625,99.8335952758789,1.0040171146392822,3.77736759185791,2.223233222961426,200,1827,48801.5546875,97.60308074951172,5.506072044372559,3.8074088096618652,2.1926376819610596
28,2,125000,645,7797,246946.421875,109,1355,49980.3359375,99.96073150634766,4.489699363708496,3.82916522026062,2.2096481323242188,112,1444,48588.25,97.1765365600586,8.274942398071289,3.7700867652893066,2.3431344032287598,157,1883,48639.19140625,97.27838897705078,8.112604141235352,3.8585143089294434,2.3029370307922363,143,1563,49745.66015625,99.4913101196289,0.011550018563866615,3.706981658935547,2.126899480819702,124,1552,49992.984375,99.98595428466797,99.99351501464844,3.7320265769958496,2.134305953979492
29,2,125000,1034,9287,247910.81640625,219,2269,49969.59765625,99.93912506103516,1.3606616258621216,3.888976573944092,2.323484420776367,225,1672,48770.9453125,97.54190063476562,1.3385158777236938,3.828853130340576,2.3610575199127197,148,1686,49675.3515625,99.35066986083984,20.431140899658203,3.8998398780822754,2.349823236465454,221,1721,49987.15625,99.97432708740234,4.122816562652588,3.787264108657837,2.2257606983184814,221,1939,49507.765625,99.01551818847656,45.764774322509766,3.855051040649414,2.280958652496338
30,2,125000,907,9443,246903.1796875,195,1868,49994.01171875,99.9880142211914,99.9952163696289,3.8614070415496826,2.292325258255005,177,2194,49991.1171875,99.9822006225586,1.6034635305404663,3.798675060272217,2.3482818603515625,201,2177,49362.734375,98.72545623779297,60.17179870605469,3.8788795471191406,2.3311538696289062,175,1884,48773.08984375,97.546142578125,1.4244602918624878,3.6870081424713135,2.116364002227783,159,1320,48782.2265625,97.56439208984375,1.9934862852096558,3.7945523262023926,2.204859733581543
31,2,125000,980,8562,246646.07421875,161,1554,48742.01171875,97.48396301269531,13.822153091430664,3.8880932331085205,2.329582691192627,222,1749,49977.94140625,99.95589447021484,37.17033386230469,3.818976879119873,2.3373470306396484,250,2245,49509.33203125,99.01862335205078,30.21347427368164,3.8931221961975098,2.3402485847473145,150,1436,49969.0234375,99.93807983398438,1.6083531379699707,3.7463796138763428,2.2065093517303467,197,1578,48447.765625,96.8955078125,4.916319370269775,3.8450334072113037,2.261869430541992
32,2,125000,764,8749,248503.64453125,145,1831,49982.609375,99.96527099609375,17.641408920288086,3.8595144748687744,2.2902438640594482,112,1029,48870.37109375,97.74073028564453,20.277568817138672,3.7803523540496826,2.314493179321289,171,1659,49995.47265625,99.99088287353516,22.907970428466797,3.8603479862213135,2.310710906982422,148,1839,49661.37109375,99.32279968261719,20.377832412719727,3.6400585174560547,2.1021718978881836,188,2391,49993.8203125,99.98764038085938,8.011012077331543,3.7650413513183594,2.1099133491516113
33,2,125000,973,9627,248054.8515625,185,1816,48624.046875,97.24801635742188,9.372681617736816,3.8672916889190674,2.313417434692383,203,1811,49925.515625,99.85103607177734,99.30514526367188,3.7894506454467773,2.291562557220459,190,2381,49550.51171875,99.10110473632812,4.102448463439941,3.866130828857422,2.301680564880371,199,1985,49990.78125,99.98148345947266,2.2631032466888428,3.6249537467956543,2.0654993057250977,196,1634,49963.99609375,99.92797088623047,99.83619689941406,3.7841849327087402,2.1695775985717773
34,2,125000,1021,9828,247922.23046875,200,2059,49965.76953125,99.93150329589844,1.3180866241455078,3.8675575256347656,2.323054313659668,179,1621,48852.12109375,97.70423126220703,19.2506160736084,3.790478229522705,2.269178628921509,233,2382,49983.97265625,99.9679183959961,2.1149113178253174,3.86795711517334,2.299085855484009,219,2043,49997.55859375,99.99510955810547,99.9991226196289,3.629318952560425,2.101484537124634,190,1723,49122.80859375,98.24568176269531,7.845966339111328,3.8006277084350586,2.207853078842163
35,2,125000,935,10130,248755.421875,215,2126,49998.9609375,99.99799346923828,10.068937301635742,3.8417727947235107,2.3123831748962402,124,1228,49765.52734375,99.53102111816406,7.290729522705078,3.776151657104492,2.2563867568969727,152,1592,49977.58984375,99.95510864257812,23.161836624145508,3.8522894382476807,2.259288787841797,222,2698,49016.09375,98.03215026855469,29.800674438476562,3.5867273807525635,2.0197792053222656,222,2486,49997.25,99.99458312988281,6.524927139282227,3.7651703357696533,2.162400245666504
36,2,125000,693,8027,249338.8046875,207,2083,49428.3359375,98.8567123413086,1.5943522453308105,3.8250174522399902,2.2837624549865723,73,1113,49931.60546875,99.86318969726562,99.41338348388672,3.7639451026916504,2.244776725769043,88,815,49986.671875,99.97335815429688,2.332231044769287,3.8470418453216553,2.211550235748291,191,1955,49997.8984375,99.99581909179688,6.493180751800537,3.5958805084228516,2.01174259185791,134,2061,49994.29296875,99.9886245727539,4.758681774139404,3.7546169757843018,2.157283067703247
37,2,125000,1069,9597,248184.984375,242,2206,49979.27734375,99.95857238769531,7.297065258026123,3.7983462810516357,2.2260899543762207,239,1824,48943.28125,97.88652801513672,24.748552322387695,3.7483320236206055,2.223057508468628,208,1702,49987.8515625,99.97573852539062,1.1941356658935547,3.824561834335327,2.0823888778686523,179,1723,49981.921875,99.96388244628906,18.37308120727539,3.561413288116455,1.9385883808135986,201,2142,49292.65234375,98.58528137207031,3.3899343013763428,3.7140252590179443,2.091599702835083
38,2,125000,605,6338,248676.48046875,142,1465,49998.7109375,99.9974136352539,26.15323829650879,3.7536673545837402,2.1900835037231445,44,606,49923.5859375,99.84718322753906,99.26904296875,3.730316162109375,2.1978917121887207,173,1649,49998.1875,99.99641418457031,36.23578643798828,3.777503728866577,1.8421989679336548,138,1273,48757.76171875,97.51551818847656,14.520957946777344,3.5093629360198975,1.8189072608947754,108,1345,49998.234375,99.9964828491211,99.99952697753906,3.5911803245544434,1.9489929676055908
39,2,125000,760,8395,248360.39453125,121,1435,49437.4375,98.87489318847656,35.18928909301758,3.6127567291259766,2.0905847549438477,145,1682,49999.4765625,99.99897766113281,20.503597259521484,3.675508737564087,2.153456449508667,148,1819,49999.39453125,99.99882507324219,31.686386108398438,3.654229164123535,1.4544249773025513,174,1687,48930.7734375,97.86150360107422,9.039048194885254,3.3621902465820312,1.531700611114502,172,1772,49993.3125,99.98657989501953,4.053495407104492,3.4025473594665527,1.7214492559432983
40,2,125000,977,9146,247979.2890625,179,1384,49811.62109375,99.62328338623047,0.5035616159439087,3.7521257400512695,2.1964845657348633,197,1823,48481.22265625,96.96247100830078,5.590656757354736,3.708498001098633,2.126919746398926,201,1831,49994.67578125,99.98937225341797,4.837433338165283,3.73599910736084,1.7302286624908447,183,1870,49995.78125,99.99156951904297,52.175018310546875,3.464865207672119,1.5549697875976562,217,2238,49695.98828125,99.3919906616211,89.07594299316406,3.531217098236084,1.8678234815597534
41,2,125000,1110,10662,248433.23046875,208,1838,49995.1953125,99.99040222167969,13.366260528564453,3.7251906394958496,2.18611216545105,189,1793,49203.1171875,98.4061508178711,45.191349029541016,3.6912622451782227,2.1185832023620605,254,2634,49975.7734375,99.95154571533203,1.8712372779846191,3.7201008796691895,1.628940224647522,216,1995,49995.56640625,99.99111938476562,15.725842475891113,3.2977254390716553,1.427754282951355,243,2402,49263.578125,98.5271987915039,37.931331634521484,3.420391798019409,1.7599737644195557
42,2,125000,855,8034,247700.23046875,218,2011,49998.265625,99.9964599609375,4.229640483856201,3.700854778289795,2.2068283557891846,166,1429,48876.1875,97.75235748291016,20.612266540527344,3.6606037616729736,2.1200881004333496,86,766,49943.3046875,99.8866195678711,99.59626007080078,3.7001185417175293,1.7202397584915161,221,2317,48897.41015625,97.79480743408203,4.523136615753174,3.299703598022461,1.4255766868591309,164,1511,49985.0625,99.9700927734375,2.2405660152435303,3.3262343406677246,1.6449739933013916
43,2,125000,806,8111,249025.26171875,111,872,49998.07421875,99.99614715576172,4.101136207580566,3.6594204902648926,2.1880178451538086,168,1781,49235.75,98.47154235839844,2.322173833847046,3.593545436859131,2.0670013427734375,164,1740,49994.59765625,99.98922729492188,5.844672679901123,3.65559720993042,1.657637596130371,200,2126,49925.0859375,99.85014343261719,2.4458279609680176,3.091923713684082,1.3191227912902832,163,1592,49871.75390625,99.7435073852539,97.95893096923828,3.266003370285034,1.6159253120422363
44,2,125000,839,8759,246805.265625,186,1864,49259.27734375,98.51860046386719,4.833138942718506,3.223548650741577,1.9621047973632812,171,1608,49992.6171875,99.98526763916016,6.839707374572754,3.4485273361206055,1.9899238348007202,182,2122,49025.5625,98.05113983154297,30.501483917236328,3.3633627891540527,1.179080605506897,169,1702,48951.21875,97.90238952636719,25.27097511291504,2.11918306350708,0.9526015520095825,131,1463,49576.58984375,99.1531753540039,79.90677642822266,2.7468783855438232,1.2110357284545898
45,2,125000,910,9586,248645.69921875,200,2173,48701.6484375,97.40335083007812,12.151617050170898,3.223503351211548,1.9722728729248047,192,1757,49996.671875,99.99342346191406,2.0282583236694336,3.450988531112671,1.948472499847412,166,1538,49983.67578125,99.96731567382812,2.251814603805542,3.391751766204834,1.3095099925994873,180,2054,49989.81640625,99.97964477539062,1.0117487907409668,1.641918659210205,1.0362759828567505,172,2064,49973.88671875,99.9477767944336,99.91351318359375,2.7844910621643066,1.2283711433410645
46,2,125000,876,7872,249033.375,96,947,49079.5859375,98.15921020507812,34.667388916015625,3.2571418285369873,2.0619711875915527,224,2020,49991.234375,99.9823989868164,1.5280483961105347,3.460996150970459,1.9717247486114502,183,1555,49994.22265625,99.98841094970703,1.594002366065979,3.534914255142212,1.5503031015396118,150,1178,49974.65625,99.94930267333984,1.4782803058624268,1.8310546875,1.2165948152542114,223,2172,49993.67578125,99.98738861083984,3.6751301288604736,2.937256097793579,1.3089317083358765
47,2,125000,1031,10466,249945.2421875,225,2407,49966.5,99.93299102783203,14.991912841796875,2.461822032928467,1.928904414176941,187,1755,49998.56640625,99.9970703125,21.59051513671875,3.0762901306152344,1.7471177577972412,164,1409,49996.0234375,99.99205017089844,17.284887313842773,3.094183921813965,1.2111002206802368,235,2586,49998.609375,99.99715423583984,32.284481048583984,0.5735020637512207,1.0042128562927246,220,2309,49985.54296875,99.97115325927734,99.97330474853516,1.9980721473693848,0.9265239238739014
48,2,125000,759,8799,247937.8671875,107,1032,49982.359375,99.96479034423828,99.96038818359375,3.2911202907562256,2.1234323978424072,150,1556,49968.65625,99.93727111816406,99.87555694580078,3.3139500617980957,1.8146110773086548,133,1676,49748.13671875,99.49629211425781,0.038425736129283905,3.4574227333068848,1.653883457183838,190,2382,49997.28125,99.99456787109375,34.53645706176758,1.3890275955200195,1.401545524597168,179,2153,48241.43359375,96.4828109741211,2.092740774154663,2.6418986320495605,1.126843810081482
49,2,125000,1014,10074,248177.95703125,227,1921,49013.1796875,98.02640533447266,7.28516960144043,3.079883098602295,2.1308298110961914,265,2820,49994.390625,99.98881530761719,2.83770751953125,3.220571517944336,1.7976529598236084,205,2103,49999.38671875,99.99879455566406,10.114240646362305,3.3502206802368164,1.537860631942749,111,912,49188.75,98.3775405883789,2.155822277069092,1.4436335563659668,1.276716709136963,206,2318,49982.25,99.96449279785156,2.2515180110931396,2.2439143657684326,0.6422545909881592
50,2,125000,979,9546,247572.2734375,133,1208,49975.08984375,99.9502182006836,1.764622449874878,2.27046799659729,2.0278611183166504,201,1583,48788.828125,97.57764434814453,5.472066879272461,3.09201717376709,1.647722601890564,209,2192,49997.0546875,99.99407958984375,8.21802806854248,3.0848288536071777,1.0343602895736694,216,1905,48812.71484375,97.62545776367188,3.730499505996704,1.6606500148773193,1.0662996768951416,220,2658,49998.5859375,99.99720764160156,7.963027000427246,1.4605789184570312,0.20610930025577545
51,2,125000,1063,10022,248375.6015625,215,2070,49829.875,99.65970611572266,18.509973526000977,1.743829369544983,1.9102683067321777,193,1742,48620.87109375,97.24180603027344,6.742671489715576,2.6303839683532715,1.182175874710083,196,1656,49945.953125,99.89198303222656,12.332798957824707,2.4224658012390137,0.46417367458343506,195,1779,49979.2890625,99.95853424072266,99.94522857666016,1.3426270484924316,0.4808615446090698,264,2775,49999.61328125,99.99918365478516,7.449450492858887,1.198232889175415,0.059737611562013626
52,2,125000,1139,10603,248189.97265625,243,2217,49985.40234375,99.9708251953125,2.121279239654541,2.393284320831299,2.051203489303589,184,1905,49728.8359375,99.45768737792969,91.20618438720703,2.6916794776916504,1.193232774734497,211,2048,49694.5703125,99.38907623291016,88.97692108154297,2.97995924949646,0.6305752396583557,267,2119,49930.4453125,99.86095428466797,1.2186156511306763,1.6404705047607422,0.5464995503425598,234,2314,48850.71875,97.701416015625,6.609163761138916,1.5853114128112793,0.18186622858047485
53,2,125000,1117,11391,247227.1875,238,2242,49992.98828125,99.98604583740234,1.6543010473251343,1.9952754974365234,2.0592522621154785,221,2132,49009.4296875,98.01879119873047,6.0498881340026855,2.3682923316955566,1.3136576414108276,220,2379,48817.71875,97.63551330566406,17.417095184326172,2.8822970390319824,0.6191071271896362,183,1973,49945.1796875,99.89034271240234,1.5229511260986328,1.0006738901138306,0.770856499671936,255,2665,49461.87109375,98.92361450195312,6.167847156524658,1.624922513961792,0.2073650062084198
54,2,125000,846,11349,248025.96875,149,1683,48977.76953125,97.95555114746094,27.0715274810791,1.8935391902923584,1.9488558769226074,153,1831,49998.29296875,99.99663543701172,5.003207683563232,1.5765104293823242,1.335963487625122,186,3164,49259.6171875,98.51924896240234,36.68582534790039,2.5515494346618652,0.6051607131958008,175,2150,49997.890625,99.99581909179688,4.723118782043457,0.49896976351737976,0.6615031957626343,183,2521,49792.3984375,99.5848159790039,2.5073320865631104,1.7288565635681152,0.12433864921331406
55,2,125000,1166,10889,249619.05859375,196,2175,49866.16796875,99.73233032226562,4.814671039581299,1.472297191619873,1.9246506690979004,272,2190,49996.44140625,99.992919921875,99.99825286865234,1.2429052591323853,1.3694562911987305,235,2066,49986.47265625,99.97293853759766,1.2783656120300293,2.6399528980255127,0.6651866436004639,232,2151,49772.66796875,99.54527282714844,93.73168182373047,0.535028874874115,0.7435586452484131,231,2307,49997.30859375,99.9946517944336,3.1279609203338623,1.7268471717834473,0.155149906873703
