episode,seed,steps,total_clicks,total_wins,total_cost,clicks_1458,wins_1458,cost_1458,util_1458,lambda_1458,ent_thr_1458,ent_res_1458,clicks_2259,wins_2259,cost_2259,util_2259,lambda_2259,ent_thr_2259,ent_res_2259,clicks_3386,wins_3386,cost_3386,util_3386,lambda_3386,ent_thr_3386,ent_res_3386,clicks_2997,wins_2997,cost_2997,util_2997,lambda_2997,ent_thr_2997,ent_res_2997,clicks_3476,wins_3476,cost_3476,util_3476,lambda_3476,ent_thr_3476,ent_res_3476
11,1,125000,881,8549,246573.58203125,149,1236,49989.7109375,99.97946166992188,2.477062702178955,3.91733455657959,2.3848276138305664,176,1509,48492.265625,96.98454284667969,5.66736364364624,3.9201555252075195,2.3831684589385986,93,986,49109.69921875,98.2193832397461,19.799633026123047,3.922908306121826,2.3898348808288574,237,2500,49037.86328125,98.0757064819336,4.239102363586426,3.9263157844543457,2.388218402862549,226,2318,49944.04296875,99.88806915283203,6.424178600311279,3.915971279144287,2.3923983573913574
12,1,125000,1042,9396,246180.4765625,156,1484,48618.01171875,97.23602294921875,9.180790901184082,3.9169232845306396,2.383126735687256,208,1717,48544.1875,97.08831787109375,0.3385723829269409,3.9194724559783936,2.380401134490967,209,1855,49960.65234375,99.92119598388672,2.6762619018554688,3.9219768047332764,2.389970541000366,234,1807,49942.1640625,99.88433837890625,22.2273006439209,3.9259347915649414,2.3874311447143555,235,2533,49115.4609375,98.23091888427734,37.33075714111328,3.9147448539733887,2.390697956085205
13,1,125000,811,8167,248546.80859375,219,2285,49995.98828125,99.99198150634766,99.99779510498047,3.9009509086608887,2.358243465423584,155,1278,49979.359375,99.95872497558594,99.94571685791016,3.917299270629883,2.3769593238830566,110,973,48586.26171875,97.17249298095703,8.216018676757812,3.91839337348938,2.3860952854156494,168,1776,49988.1875,99.97636413574219,99.98197174072266,3.9234299659729004,2.3832430839538574,159,1855,49997.01171875,99.9940185546875,13.10007095336914,3.909065008163452,2.3800337314605713
14,1,125000,846,7682,246980.1875,92,751,49977.58203125,99.95513916015625,99.93600463867188,3.917116403579712,2.3858230113983154,210,1797,49998.44921875,99.99689483642578,4.381711959838867,3.9186713695526123,2.3777849674224854,211,2136,48510.03125,97.02001190185547,5.945544719696045,3.919910430908203,2.3869051933288574,186,1744,48506.6328125,97.01325988769531,4.200827121734619,3.925819158554077,2.386836051940918,147,1254,49987.4921875,99.9749755859375,99.97981262207031,3.915865898132324,2.3891336917877197
15,1,125000,927,8520,249036.890625,192,1869,49995.6328125,99.99124145507812,99.99739074707031,3.896977663040161,2.35863995552063,179,1911,49966.421875,99.93285369873047,99.85750579833984,3.9163055419921875,2.375298023223877,207,1776,49955.2890625,99.91060638427734,99.7483901977539,3.9143927097320557,2.3813271522521973,175,1436,49576.12890625,99.15227508544922,79.86837768554688,3.922024726867676,2.379875898361206,174,1528,49543.41796875,99.08683013916016,77.04194641113281,3.9059534072875977,2.3748321533203125
16,1,125000,1137,10068,248131.0859375,222,1945,49987.01953125,99.97396850585938,1.431718349456787,3.861008405685425,2.310272216796875,222,1967,49729.25,99.45852661132812,0.03735926002264023,3.9084601402282715,2.3698863983154297,224,2118,49966.17578125,99.93228912353516,27.614994049072266,3.9031310081481934,2.3763747215270996,251,1844,48458.1953125,96.9164047241211,2.517634868621826,3.9140543937683105,2.369584083557129,218,2194,49990.4453125,99.98088836669922,2.3639159202575684,3.885815143585205,2.3566198348999023
17,1,125000,1081,9268,247538.65625,205,1734,49787.88671875,99.57573699951172,0.006093934644013643,3.8921213150024414,2.355029582977295,208,1866,49998.25,99.99650573730469,14.678892135620117,3.915510892868042,2.374751567840576,245,1910,49301.1875,98.60246276855469,54.29716110229492,3.9137730598449707,2.38291335105896,202,1806,49991.99609375,99.98394775390625,2.4257092475891113,3.9209697246551514,2.3769044876098633,221,1952,48459.3359375,96.91865539550781,5.141298294067383,3.8996641635894775,2.371007204055786
18,1,125000,712,8315,249960.29296875,143,1979,49977.83203125,99.95562744140625,4.536075115203857,3.898648262023926,2.3655502796173096,116,933,49994.94921875,99.98988342285156,99.99654388427734,3.9149208068847656,2.3696136474609375,185,2142,49998.5234375,99.9970703125,99.9996566772461,3.914060115814209,2.379406452178955,118,1501,49996.36328125,99.9927978515625,69.14069366455078,3.920675754547119,2.375150442123413,150,1760,49992.625,99.98517608642578,2.5335655212402344,3.898488759994507,2.3733534812927246
19,1,125000,899,8123,247137.4765625,172,1381,48840.56640625,97.68111419677734,18.619447708129883,3.8559789657592773,2.3244895935058594,185,1635,49855.98046875,99.71197509765625,0.5413656830787659,3.9052188396453857,2.3456053733825684,174,1528,49916.24609375,99.83246612548828,99.1225814819336,3.9065122604370117,2.3768410682678223,171,1510,48529.04296875,97.05810546875,6.6847710609436035,3.9079480171203613,2.352236747741699,197,2069,49995.640625,99.99126434326172,0.8918418884277344,3.8838720321655273,2.342292308807373
20,1,125000,964,8182,249692.5234375,208,1665,49769.6484375,99.53926849365234,7.411352634429932,3.891623020172119,2.361123561859131,182,1429,49995.7578125,99.99151611328125,1.2357563972473145,3.9084219932556152,2.3426642417907715,211,1713,49977.30859375,99.95465850830078,1.0814155340194702,3.911240816116333,2.377401351928711,171,1396,49988.4296875,99.9769058227539,1.9260711669921875,3.917539119720459,2.3690242767333984,192,1979,49961.37890625,99.92276000976562,1.1638797521591187,3.8942244052886963,2.3642141819000244
21,1,125000,969,9604,248539.1640625,209,2013,49996.61328125,99.99333953857422,99.99842834472656,3.8811569213867188,2.348226547241211,205,2030,49320.33984375,98.64065551757812,56.11396789550781,3.9044618606567383,2.340933084487915,147,1399,49998.171875,99.99637603759766,99.99952697753906,3.9032931327819824,2.373371124267578,205,2193,49387.359375,98.77468872070312,62.53190994262695,3.912142753601074,2.3618156909942627,203,1969,49836.6796875,99.67333221435547,0.007564432453364134,3.885697841644287,2.3638625144958496
22,1,125000,627,6537,248726.29296875,49,594,49993.41796875,99.98685455322266,99.99427795410156,3.8882102966308594,2.3548388481140137,70,692,49979.8046875,99.95960235595703,99.94799041748047,3.904963731765747,2.3454437255859375,164,1638,48768.08203125,97.53617095947266,10.358673095703125,3.9039840698242188,2.371203660964966,187,2013,49989.37890625,99.97874450683594,4.08616304397583,3.9137635231018066,2.366537094116211,157,1600,49995.609375,99.99120330810547,3.578737735748291,3.8882691860198975,2.370730400085449
23,1,125000,1012,9239,247201.2421875,214,2009,49993.7265625,99.98741912841797,2.3704843521118164,3.899595260620117,2.365926504135132,200,1573,49220.8203125,98.441650390625,14.175307273864746,3.904338836669922,2.3457345962524414,187,1533,49996.4140625,99.99285888671875,31.292537689208984,3.900878429412842,2.367161989212036,202,1671,49895.796875,99.79159545898438,0.5122175812721252,3.917285442352295,2.3739404678344727,209,2453,48094.484375,96.18899536132812,0.9117740988731384,3.8950915336608887,2.37907075881958
24,1,125000,813,8254,245037.05859375,140,1115,48628.203125,97.25641632080078,2.87509822845459,3.869412660598755,2.3365585803985596,189,2399,48504.7109375,97.0093994140625,6.107428550720215,3.8964200019836426,2.338151454925537,179,1668,48321.07421875,96.64212799072266,1.6575043201446533,3.886781692504883,2.3569841384887695,136,1255,49584.4921875,99.16898345947266,80.57154846191406,3.9082374572753906,2.3646421432495117,169,1817,49998.578125,99.99717712402344,2.373295783996582,3.875840902328491,2.3629331588745117
25,1,125000,698,6772,248008.69140625,87,870,49982.21484375,99.96435546875,99.95941162109375,3.8784196376800537,2.3423690795898438,148,1611,49211.5,98.4229965209961,6.018231391906738,3.895315170288086,2.3355793952941895,184,1790,49993.9453125,99.98786163330078,8.31771183013916,3.891953468322754,2.3601930141448975,141,1079,49995.6015625,99.9911880493164,5.142960548400879,3.9125003814697266,2.3700876235961914,138,1422,48825.4296875,97.65092468261719,17.816953659057617,3.8797969818115234,2.3661956787109375
26,1,125000,803,8551,247580.92578125,149,1308,49290.09375,98.58026123046875,53.24557113647461,3.8853507041931152,2.348684310913086,139,1302,48323.9453125,96.64790344238281,2.4727623462677,3.886436939239502,2.3262906074523926,137,1390,49996.18359375,99.9923095703125,2.158168077468872,3.8875064849853516,2.3575615882873535,171,1889,49971.27734375,99.94253540039062,99.89544677734375,3.9144225120544434,2.3736917972564697,207,2662,49999.42578125,99.99885559082031,99.99993133544922,3.8807506561279297,2.3730154037475586
27,1,125000,788,7738,248794.328125,135,1210,49979.87890625,99.95984649658203,99.9486083984375,3.8639698028564453,2.3316636085510254,128,1501,49829.27734375,99.65856170654297,96.41405487060547,3.8789520263671875,2.320906639099121,175,1510,49512.0234375,99.0240478515625,74.23767852783203,3.8830482959747314,2.341027021408081,163,1797,49484.73046875,98.9694595336914,1.9679627418518066,3.9081454277038574,2.3635361194610596,187,1720,49988.41796875,99.97683715820312,5.727963924407959,3.862978458404541,2.3667097091674805
28,1,125000,982,8982,247924.76171875,174,1495,49942.75,99.88552856445312,62.56696319580078,3.8446249961853027,2.3154633045196533,244,2227,49510.23828125,99.02043151855469,12.261601448059082,3.8737123012542725,2.3003013134002686,138,1018,49936.0546875,99.87208557128906,3.816415309906006,3.885733127593994,2.349785804748535,206,2107,48556.76953125,97.11351013183594,7.394626617431641,3.902503728866577,2.3536176681518555,220,2135,49978.94921875,99.95794677734375,20.177330017089844,3.8573529720306396,2.3572092056274414
29,1,125000,1014,9541,245173.73828125,222,1979,48407.2578125,96.81446838378906,4.192282676696777,3.8010716438293457,2.2873034477233887,148,1222,49145.86328125,98.29170989990234,40.15655517578125,3.8588409423828125,2.2425007820129395,221,2301,49316.23828125,98.6324462890625,46.90753936767578,3.8829894065856934,2.353041648864746,254,2375,49814.02734375,99.62803649902344,95.75949096679688,3.893275260925293,2.334646463394165,169,1664,48490.3515625,96.98075866699219,5.787565231323242,3.833178997039795,2.3327689170837402
30,1,125000,947,9734,248300.40625,182,1813,49326.10546875,98.65217590332031,56.663490295410156,3.8435561656951904,2.3232574462890625,209,2223,49987.75390625,99.97545623779297,2.0490012168884277,3.8636741638183594,2.2271223068237305,174,2060,49996.97265625,99.99393463134766,3.079043388366699,3.881228446960449,2.349799633026123,193,1673,49996.14453125,99.99226379394531,99.9979476928711,3.9065136909484863,2.3523871898651123,189,1965,48993.4296875,97.98690032958984,28.169370651245117,3.846717596054077,2.349609136581421
31,1,125000,1015,8910,249611.73046875,213,1772,49975.92578125,99.95181274414062,99.92620849609375,3.836455821990967,2.3160886764526367,221,1830,49999.15234375,99.99833679199219,16.66184425354004,3.8571925163269043,2.208334445953369,201,2087,49645.78515625,99.29159545898438,63.510597229003906,3.8745522499084473,2.3443706035614014,199,1463,49994.2265625,99.98848724365234,3.0159616470336914,3.906097888946533,2.3539791107177734,181,1758,49996.640625,99.99327850341797,6.759909152984619,3.838306427001953,2.331270456314087
32,1,125000,974,7622,248313.0625,187,1636,49708.01171875,99.41600799560547,0.0010000000474974513,3.8143422603607178,2.291194200515747,182,1635,49851.69140625,99.70343780517578,97.2817153930664,3.8525848388671875,2.190141439437866,226,1552,49972.8984375,99.94586944580078,1.115630865097046,3.862783193588257,2.328357696533203,199,1550,48788.16796875,97.57626342773438,8.377983093261719,3.8992605209350586,2.3504018783569336,180,1249,49992.29296875,99.98455810546875,99.99215698242188,3.8117971420288086,2.3037803173065186
33,1,125000,793,8112,249209.10546875,148,1536,49995.625,99.99124145507812,99.99739074707031,3.451183319091797,2.072868824005127,176,1759,49808.796875,99.61761474609375,0.47421929240226746,3.771021604537964,1.999257206916809,142,1213,49441.94921875,98.8838882446289,67.73519134521484,3.794330358505249,2.302227020263672,154,1393,49968.2890625,99.93656921386719,3.3714041709899902,3.8082973957061768,2.2514376640319824,173,2211,49994.4453125,99.98889923095703,5.772010326385498,3.607689142227173,2.0532143115997314
34,1,125000,750,7392,248189.12109375,181,1501,49992.71875,99.98544311523438,99.99299621582031,3.7330069541931152,2.250492811203003,116,1386,49995.4921875,99.99097442626953,99.99722290039062,3.8217310905456543,2.1084482669830322,198,2022,49991.33203125,99.9826431274414,4.497506141662598,3.8440089225769043,2.324877977371216,72,632,49372.59375,98.74520111083984,61.11865234375,3.880218982696533,2.347745418548584,183,1851,48836.984375,97.6739730834961,18.42726707458496,3.7406349182128906,2.208310604095459
35,1,125000,854,7815,249950.90234375,206,1822,49990.71484375,99.9814453125,2.653522253036499,3.5021605491638184,2.1127841472625732,202,1538,49991.96875,99.98395538330078,7.503986358642578,3.7543535232543945,1.9954118728637695,93,799,49979.5078125,99.95901489257812,99.94649505615234,3.8008337020874023,2.31705904006958,185,1950,49994.984375,99.989990234375,8.167665481567383,3.8173165321350098,2.318138360977173,168,1706,49993.7265625,99.98747253417969,10.031134605407715,3.5834872722625732,1.895401954650879
36,1,125000,780,8221,248104.94140625,159,1795,49968.1640625,99.93631744384766,2.3656492233276367,3.747499942779541,2.244767189025879,168,1690,48902.65625,97.80531311035156,17.643787384033203,3.7938179969787598,2.1205945014953613,168,1821,49775.609375,99.55122375488281,14.028510093688965,3.8276290893554688,2.3243613243103027,133,1152,49471.16015625,98.94233703613281,70.47944641113281,3.8745007514953613,2.3531856536865234,152,1763,49987.3515625,99.97467041015625,6.15716028213501,3.7326438426971436,2.1069841384887695
37,1,125000,716,7712,249943.95703125,114,902,49989.89453125,99.97976684570312,99.98668670654297,3.6340651512145996,2.1108222007751465,165,2225,49983.4375,99.96688842773438,2.4628372192382812,3.7370707988739014,2.021812915802002,170,1995,49987.125,99.9742660522461,3.381060838699341,3.786299705505371,2.293362617492676,106,808,49992.28125,99.98457336425781,99.9921646118164,3.8393332958221436,2.3252038955688477,161,1782,49991.21875,99.98249816894531,99.98999786376953,3.6256473064422607,1.771399736404419
38,1,125000,905,8672,245921.41796875,128,1140,49509.421875,99.0188217163086,18.309627532958984,3.271854877471924,1.744118571281433,177,1421,48840.3671875,97.68073272705078,18.60883903503418,3.557408571243286,1.802527666091919,182,2033,49242.53515625,98.48497772216797,3.174509286880493,3.683598756790161,2.2449917793273926,199,2087,48562.28515625,97.12461853027344,7.54398250579834,3.694103956222534,2.2164642810821533,219,1991,49766.80859375,99.53365325927734,3.819535255432129,3.2581467628479004,0.9225142598152161
39,1,125000,938,9870,249405.66796875,113,931,49982.625,99.96524810791016,99.96141815185547,3.552196741104126,1.987867832183838,211,2236,49974.8671875,99.94973754882812,42.613773345947266,3.61415696144104,1.9715354442596436,256,2730,49584.78515625,99.16957092285156,80.59664916992188,3.7358791828155518,2.2931270599365234,194,2080,49990.453125,99.98088836669922,31.656843185424805,3.791426181793213,2.310555934906006,164,1893,49872.9375,99.74581146240234,0.2419663667678833,3.3820102214813232,1.2477515935897827
40,1,125000,793,8370,249945.66015625,70,876,49994.90625,99.98983764648438,7.9127278327941895,3.2184877395629883,1.8425990343093872,185,2152,49988.5625,99.9771499633789,3.40976881980896,3.381312370300293,1.7764952182769775,185,1568,49983.9609375,99.96795654296875,3.368583917617798,3.603614330291748,2.270392656326294,189,1794,49988.76171875,99.9775390625,2.502819538116455,3.602487802505493,2.1705119609832764,164,1980,49989.46875,99.97901153564453,99.98570251464844,2.7902846336364746,0.4244079887866974
41,1,125000,920,8886,248119.30078125,194,1647,49994.84765625,99.98970794677734,99.99642944335938,3.589973211288452,2.072667360305786,183,1872,49993.73828125,99.9874496459961,1.7321747541427612,3.4468626976013184,1.909778118133545,183,1985,49990.8515625,99.98168182373047,2.5859014987945557,3.624173164367676,2.290440559387207,171,1548,49386.30078125,98.77262115478516,27.9890079498291,3.7277541160583496,2.2564563751220703,189,1834,48753.5625,97.50711059570312,2.2487523555755615,3.195272922515869,0.9995130300521851
42,1,125000,1043,10699,248986.234375,207,2129,49507.79296875,99.0156478881836,73.85619354248047,3.62903094291687,2.086099147796631,184,1890,49514.82421875,99.02963256835938,74.49092102050781,3.429719924926758,1.8916558027267456,222,2120,49990.62890625,99.98133087158203,3.259777307510376,3.5945546627044678,2.2722325325012207,195,2213,49977.00390625,99.95401763916016,6.360650062561035,3.72481107711792,2.241534471511841,235,2347,49995.984375,99.99186706542969,2.9525978565216064,3.2811524868011475,1.2397518157958984
43,1,125000,732,8275,248016.4140625,127,1308,49985.2109375,99.97039794921875,99.97187805175781,3.426671266555786,1.913528323173523,167,1773,49983.75,99.96749877929688,49.06678771972656,3.21209979057312,1.7024695873260498,137,1405,48721.875,97.44375610351562,12.968679428100586,3.4841959476470947,2.221815347671509,144,1383,49982.9375,99.96593475341797,1.654111623764038,3.6089391708374023,2.1658482551574707,157,2406,49342.640625,98.68533325195312,4.024944305419922,3.039496421813965,0.9074306488037109
44,1,125000,853,7737,247461.5390625,182,1552,49999.31640625,99.99860382080078,12.903852462768555,3.439040184020996,1.944600224494934,161,1623,48986.16796875,97.97236633300781,10.949149131774902,3.2135186195373535,1.7527704238891602,177,1911,48531.15234375,97.06241607666016,4.751585960388184,3.4243531227111816,2.220224142074585,122,1187,49987.6171875,99.97516632080078,99.9801025390625,3.618600606918335,2.1839282512664795,211,1464,49957.28515625,99.91464233398438,99.77047729492188,3.055443048477173,1.1953299045562744
45,1,125000,894,9749,249390.9921875,185,1851,49995.8125,99.9916000366211,5.8925042152404785,2.9014174938201904,1.4960086345672607,165,1561,49417.28125,98.83454895019531,65.39303588867188,2.5111632347106934,1.462132453918457,181,1683,49993.0078125,99.98603057861328,99.99357604980469,3.1826939582824707,2.183549642562866,179,2362,49996.76171875,99.9935302734375,35.689414978027344,3.3118772506713867,2.0158371925354004,184,2292,49988.12890625,99.97628021240234,99.9818115234375,2.5198094844818115,0.6062775254249573
46,1,125000,745,9311,248872.953125,163,2391,49987.80859375,99.97554016113281,1.4767255783081055,3.1169490814208984,1.714853286743164,106,955,49987.46484375,99.9749526977539,99.97977447509766,2.520815134048462,1.6018563508987427,168,2054,49993.89453125,99.9878158569336,2.7038450241088867,3.1514909267425537,2.171231269836426,144,1744,49094.04296875,98.18807220458984,35.82878875732422,3.448789119720459,2.0759902000427246,164,2167,49809.7421875,99.61952209472656,6.500259876251221,2.582883834838867,0.9545865058898926
47,1,125000,1067,9974,246582.03125,208,1807,49838.83203125,99.67758178710938,96.79579162597656,1.930659294128418,1.1700937747955322,239,2065,49979.984375,99.95990753173828,1.3956406116485596,1.684855341911316,1.3830921649932861,233,2242,48171.28125,96.3425521850586,1.0639809370040894,2.4199600219726562,2.06000018119812,193,1695,49980.1796875,99.96035766601562,99.94990539550781,2.8792049884796143,1.6416053771972656,194,2165,48611.75390625,97.22350311279297,8.98386287689209,1.7353196144104004,0.45917508006095886
48,1,125000,930,8848,248296.42578125,100,875,49729.53125,99.45906829833984,20.45164680480957,2.8864970207214355,1.6440528631210327,211,1938,49968.37109375,99.93677520751953,1.4688236713409424,2.189023494720459,1.5284268856048584,206,2259,49980.4296875,99.96083068847656,33.9653205871582,2.770400285720825,2.095062732696533,170,1534,48621.0703125,97.2421646118164,1.1186137199401855,3.2983784675598145,1.7911062240600586,243,2242,49997.0234375,99.99407958984375,8.0742769241333,2.6618552207946777,1.380908727645874
49,1,125000,1107,10289,247813.09375,190,1743,49239.859375,98.47969055175781,9.652079582214355,2.90478253364563,1.7602673768997192,217,1991,49992.421875,99.98497009277344,99.99254608154297,2.232128381729126,1.3899675607681274,262,2358,49994.4921875,99.98905944824219,2.948227882385254,2.8371992111206055,2.1537904739379883,194,1783,49975.69140625,99.95140075683594,1.5066102743148804,3.2930679321289062,1.721226692199707,244,2414,48610.62890625,97.22120666503906,5.595865726470947,2.7404847145080566,1.0202995538711548
50,1,125000,1069,10708,244964.12890625,225,2197,48888.50390625,97.77702331542969,21.334970474243164,2.1466472148895264,1.6344707012176514,211,1999,49205.50390625,98.41100311279297,3.146749973297119,1.616568922996521,1.0176690816879272,222,2349,48619.28125,97.23857879638672,9.22132682800293,2.6885502338409424,2.153780937194824,189,1979,49120.84375,98.24175262451172,1.955552339553833,3.026582956314087,1.5957355499267578,222,2184,49129.99609375,98.25999450683594,2.5832126140594482,2.5946884155273438,0.4001791179180145
51,1,125000,846,9866,249973.5390625,153,2006,49990.80078125,99.98164367675781,89.56565856933594,2.360468864440918,1.6629796028137207,175,1685,49997.0390625,99.99408721923828,3.777900457382202,1.5219306945800781,0.9369086027145386,158,2228,49994.45703125,99.98884582519531,15.87021541595459,2.586038827896118,2.092480182647705,124,1462,49998.87109375,99.99776458740234,17.408493041992188,3.095813512802124,1.5280293226242065,236,2485,49992.37109375,99.98470306396484,17.889371871948242,2.648338794708252,0.40706318616867065
52,1,125000,901,9431,247583.6953125,176,1850,49993.91796875,99.98782348632812,9.405340194702148,1.0528134107589722,1.3755544424057007,177,1490,48730.37890625,97.46075439453125,12.220230102539062,1.2178356647491455,0.9238982200622559,190,2258,49987.89453125,99.97573852539062,3.925529718399048,2.0044915676116943,1.9163964986801147,175,1824,49709.97265625,99.41993713378906,0.3063660264015198,2.680284023284912,0.9193387627601624,183,2009,49161.53125,98.3230972290039,12.589920997619629,2.1879687309265137,0.129042387008667
53,1,125000,905,9790,249256.5,206,2299,49991.6484375,99.98323822021484,3.5569212436676025,2.2217259407043457,1.72264564037323,98,1027,49998.1640625,99.99634552001953,5.132941246032715,1.6772198677062988,1.286489486694336,222,2272,49645.375,99.29075622558594,85.4378662109375,2.382305383682251,1.9929476976394653,179,1785,49625.25390625,99.25047302246094,2.8380720615386963,3.210738182067871,1.109602928161621,200,2407,49996.05859375,99.99205780029297,7.394810676574707,2.6630589962005615,0.7403737306594849
54,1,125000,812,9853,249904.30859375,187,2759,49995.13671875,99.99036407470703,11.446889877319336,1.3808376789093018,1.3084802627563477,155,1700,49994.37890625,99.98866271972656,3.9678092002868652,1.1477723121643066,1.2036654949188232,173,2330,49991.23828125,99.98248291015625,12.856619834899902,1.8852217197418213,1.8941471576690674,86,1020,49926.171875,99.85234069824219,99.31733703613281,2.9716362953186035,0.9209549427032471,211,2044,49997.3828125,99.99478149414062,99.9990463256836,2.294682741165161,0.4679652750492096
55,1,125000,953,10996,248668.40234375,220,2683,49997.91015625,99.99589538574219,13.617047309875488,1.54128897190094,1.2821407318115234,179,1820,49900.5625,99.80107879638672,98.7660903930664,1.1733276844024658,1.2993724346160889,189,2093,48779.90234375,97.55978393554688,2.128103017807007,2.0131137371063232,1.9617362022399902,161,1968,49992.6796875,99.98529052734375,99.99286651611328,3.1557984352111816,1.2454946041107178,204,2432,49997.34765625,99.99462890625,99.99895477294922,2.5313501358032227,0.8536853790283203
