episode,seed,steps,total_clicks,total_wins,total_cost,clicks_1458,wins_1458,cost_1458,util_1458,lambda_1458,ent_thr_1458,ent_res_1458,clicks_2259,wins_2259,cost_2259,util_2259,lambda_2259,ent_thr_2259,ent_res_2259,clicks_3386,wins_3386,cost_3386,util_3386,lambda_3386,ent_thr_3386,ent_res_3386,clicks_2997,wins_2997,cost_2997,util_2997,lambda_2997,ent_thr_2997,ent_res_2997,clicks_3476,wins_3476,cost_3476,util_3476,lambda_3476,ent_thr_3476,ent_res_3476
11,4,125000,760,7606,248143.65625,196,2031,49493.3828125,98.9869155883789,65.60304260253906,3.9240593910217285,2.3916704654693604,171,1806,49678.703125,99.35738372802734,4.2026495933532715,3.923717975616455,2.3957293033599854,125,1165,48978.46484375,97.95691680908203,16.157901763916016,3.9199349880218506,2.387444019317627,178,1594,49994.48046875,99.98893737792969,3.1649117469787598,3.921792984008789,2.3859972953796387,90,1010,49998.625,99.99726104736328,99.99970245361328,3.92596173286438,2.39278507232666
12,4,125000,962,8918,248242.01171875,214,2219,49976.8984375,99.953857421875,1.2015105485916138,3.915255308151245,2.384998321533203,202,1758,49727.22265625,99.4544448852539,0.059291187673807144,3.9053618907928467,2.3781328201293945,202,1824,49989.99609375,99.97994232177734,7.0726399421691895,3.9026999473571777,2.3716492652893066,169,1493,48790.11328125,97.58026123046875,4.945673942565918,3.8969948291778564,2.3748879432678223,175,1624,49757.78125,99.51555633544922,0.015583006665110588,3.9190542697906494,2.38470196723938
13,4,125000,665,7576,247939.88671875,115,1295,49986.96875,99.9739761352539,99.97822570800781,3.9215171337127686,2.390712261199951,118,1404,48777.83984375,97.55571746826172,15.44867992401123,3.9171886444091797,2.3943209648132324,167,2288,49903.50390625,99.80699157714844,98.8379135131836,3.916581153869629,2.3840949535369873,156,1791,49999.58203125,99.9991683959961,35.59541702270508,3.913382053375244,2.3793957233428955,109,798,49271.9921875,98.5439453125,51.53565216064453,3.922646999359131,2.389674663543701
14,4,125000,738,9169,248782.9375,127,1315,49712.0,99.42398834228516,90.13751983642578,3.9213356971740723,2.38983154296875,126,1713,49086.47265625,98.17288970947266,35.215396881103516,3.9165356159210205,2.3942131996154785,178,2404,49992.01953125,99.98403930664062,5.838278770446777,3.916670322418213,2.3816418647766113,166,2091,49996.7421875,99.9935302734375,4.419954776763916,3.9125277996063232,2.378735065460205,141,1646,49995.703125,99.99144744873047,6.370270252227783,3.922377586364746,2.3874826431274414
15,4,125000,869,9119,248243.421875,155,1876,48542.7734375,97.08553314208984,2.7110095024108887,3.9174153804779053,2.3904218673706055,180,1845,49992.7890625,99.9855728149414,99.99313354492188,3.9079768657684326,2.3894550800323486,211,2047,49995.29296875,99.99058532714844,6.4870758056640625,3.913877487182617,2.3784964084625244,166,1541,49990.03515625,99.98007202148438,99.98710632324219,3.902492046356201,2.3698339462280273,157,1810,49722.53125,99.44499206542969,90.8096923828125,3.920531988143921,2.3854825496673584
16,4,125000,1060,10011,248673.46484375,207,1887,48739.63671875,97.47931671142578,7.307180881500244,3.9194211959838867,2.38803768157959,216,1941,49964.39453125,99.92882537841797,0.7475221753120422,3.915207862854004,2.3937857151031494,186,1806,49989.8515625,99.9797134399414,2.115734577178955,3.918116569519043,2.384122133255005,255,2556,49982.58984375,99.9652099609375,4.817259788513184,3.9136962890625,2.379049301147461,196,1821,49996.9921875,99.99391174316406,3.402083396911621,3.922725200653076,2.386422872543335
17,4,125000,1099,9825,248569.78125,187,1918,48873.7109375,97.74748229980469,1.4441497325897217,3.9172871112823486,2.3880083560943604,257,2176,49982.0546875,99.96407318115234,1.3721469640731812,3.9137446880340576,2.393653631210327,191,1464,49975.234375,99.95049285888672,99.92220306396484,3.917259454727173,2.3820641040802,281,2610,49776.28515625,99.55259704589844,3.045827865600586,3.912036895751953,2.3765358924865723,183,1657,49962.49609375,99.92497253417969,99.82235717773438,3.9210093021392822,2.38169264793396
18,4,125000,858,8277,248543.6796875,184,1633,49821.1015625,99.64215087890625,24.634260177612305,3.914095401763916,2.3879594802856445,178,1701,49799.63671875,99.59923553466797,9.528219223022461,3.9090383052825928,2.3910789489746094,87,848,49969.3515625,99.93865966796875,2.2736029624938965,3.9130687713623047,2.375504493713379,263,2872,49329.8984375,98.65974426269531,2.5228185653686523,3.906261444091797,2.3734679222106934,146,1223,49623.69140625,99.24738311767578,3.000302314758301,3.917576313018799,2.3754119873046875
19,4,125000,895,8382,246967.953125,179,1935,49101.37109375,98.20278930664062,5.822209358215332,3.913576602935791,2.3892085552215576,196,2097,49996.9140625,99.993896484375,5.948090553283691,3.904923915863037,2.3880114555358887,161,1262,48871.1015625,97.74224090576172,5.653726100921631,3.9100115299224854,2.3694615364074707,199,1807,49377.26953125,98.75454711914062,5.63539981842041,3.9037678241729736,2.372687339782715,160,1281,49621.296875,99.24258422851562,11.0526762008667,3.9172990322113037,2.3760690689086914
20,4,125000,1053,9901,246458.4375,220,2195,49998.90625,99.99779510498047,1.7501411437988281,3.9134387969970703,2.389554023742676,275,2522,48799.8828125,97.59984588623047,5.79124641418457,3.900697708129883,2.3881638050079346,220,1830,49195.921875,98.39183807373047,44.548553466796875,3.9087090492248535,2.361069679260254,101,878,49990.4921875,99.98101806640625,2.533111810684204,3.906322956085205,2.372529983520508,237,2476,48473.234375,96.94642639160156,5.422533988952637,3.917384624481201,2.3775951862335205
21,4,125000,835,7919,249384.1015625,95,1090,49929.05078125,99.85810852050781,99.36918640136719,3.9120430946350098,2.3895645141601562,197,1772,49552.00390625,99.10401916503906,48.92425537109375,3.900118589401245,2.38677978515625,132,1080,49917.56640625,99.83517456054688,5.1875996589660645,3.9089102745056152,2.357783794403076,221,1931,49990.31640625,99.98059844970703,8.764055252075195,3.9087791442871094,2.3723044395446777,190,2046,49995.1640625,99.99031066894531,6.069137096405029,3.9168734550476074,2.3761696815490723
22,4,125000,531,5936,247883.17578125,99,1340,48897.171875,97.79435729980469,21.853235244750977,3.8786840438842773,2.369582176208496,118,1208,49996.1875,99.99235534667969,99.99798583984375,3.817070722579956,2.319697380065918,145,1710,49052.26953125,98.10450744628906,32.521663665771484,3.859029531478882,2.2794711589813232,79,744,49996.30859375,99.99263763427734,99.99810791015625,3.8458359241485596,2.3302083015441895,90,934,49941.23828125,99.88246154785156,99.56616973876953,3.893479347229004,2.3463120460510254
23,4,125000,843,7829,249901.4609375,170,1833,49997.59765625,99.9951400756836,37.928348541259766,3.9016332626342773,2.3824291229248047,181,1568,49956.95703125,99.91398620605469,15.319520950317383,3.887662887573242,2.3780007362365723,150,1698,49986.73046875,99.97354888916016,21.666662216186523,3.902320146560669,2.3600759506225586,191,1640,49975.0546875,99.95005798339844,8.994357109069824,3.8900046348571777,2.3529038429260254,151,1090,49985.12109375,99.97026062011719,99.97161102294922,3.909848213195801,2.368258476257324
24,4,125000,1010,11276,247300.6875,212,2488,49083.02734375,98.16609954833984,4.247202396392822,3.9008476734161377,2.38020920753479,230,2400,49180.71875,98.36146545410156,15.89913558959961,3.890655279159546,2.384958267211914,207,2107,49841.25,99.68252563476562,0.45303696393966675,3.905130624771118,2.3560967445373535,177,2094,49197.6328125,98.39527893066406,6.614569187164307,3.894649028778076,2.356419086456299,184,2187,49998.05859375,99.99610900878906,11.484519958496094,3.911500930786133,2.367598533630371
25,4,125000,906,9669,248826.0859375,233,2585,49999.60546875,99.99919891357422,7.570630073547363,3.8972744941711426,2.3779845237731934,172,1762,49993.87890625,99.98771667480469,1.2326771020889282,3.882734775543213,2.384603977203369,152,1772,49942.59375,99.88517761230469,99.58602905273438,3.9034476280212402,2.351288318634033,186,2056,48899.13671875,97.79826354980469,21.971073150634766,3.889235734939575,2.3514788150787354,163,1494,49990.87109375,99.98174285888672,99.98912048339844,3.906449317932129,2.362090587615967
26,4,125000,641,6578,249896.3046875,85,667,49983.78125,99.96758270263672,99.96636962890625,3.892512559890747,2.3780486583709717,80,760,49983.5078125,99.9670181274414,99.9651870727539,3.8700931072235107,2.372225522994995,76,926,49938.296875,99.87652587890625,99.52156829833984,3.898167848587036,2.343912363052368,183,1724,49992.40625,99.98483276367188,2.110239267349243,3.8796322345733643,2.341310739517212,217,2501,49998.3125,99.99664306640625,24.905744552612305,3.900763988494873,2.357102870941162
27,4,125000,1041,9224,246913.421875,240,2098,48897.515625,97.79498291015625,8.334528923034668,3.8970043659210205,2.3766252994537354,161,1397,48486.22265625,96.97246551513672,5.69765567779541,3.8803558349609375,2.378228187561035,227,1922,49995.359375,99.99067687988281,33.08131408691406,3.8999693393707275,2.357846736907959,213,2017,49987.76953125,99.97550964355469,3.250300645828247,3.8923542499542236,2.355647563934326,200,1790,49546.5546875,99.09312438964844,53.2078971862793,3.9006171226501465,2.357715606689453
28,4,125000,1006,8954,248871.53125,193,1702,49983.55078125,99.96715545654297,0.9932585954666138,3.8841071128845215,2.3710453510284424,194,1856,49418.578125,98.83702087402344,51.908748626708984,3.855801582336426,2.3587217330932617,177,1613,49918.6171875,99.83724975585938,1.368958592414856,3.8891077041625977,2.3390302658081055,243,2274,49571.0625,99.14199829101562,79.43197631835938,3.8650131225585938,2.3392481803894043,199,1509,49979.72265625,99.95946502685547,99.94763946533203,3.8838188648223877,2.342038154602051
29,4,125000,711,8402,248223.453125,166,2067,49989.18359375,99.97843170166016,3.2453818321228027,3.883329391479492,2.37241792678833,119,1205,49982.6171875,99.96524810791016,1.7820149660110474,3.849971294403076,2.3582277297973633,154,2075,49998.69140625,99.99745178222656,7.485116958618164,3.889242172241211,2.339679718017578,138,1260,48302.78125,96.60557556152344,2.6102077960968018,3.862496852874756,2.340597152709961,134,1795,49950.1796875,99.90035247802734,1.1733520030975342,3.8822450637817383,2.346309185028076
30,4,125000,1035,9300,245685.61328125,236,1931,48906.5546875,97.8131103515625,22.423145294189453,3.8733744621276855,2.3675146102905273,224,2204,48736.4140625,97.47283935546875,1.0842247009277344,3.841078042984009,2.3597841262817383,188,1702,49902.90625,99.80585479736328,0.5861289501190186,3.8907508850097656,2.345060348510742,198,1946,48537.99609375,97.07598876953125,6.222877502441406,3.861299514770508,2.340327739715576,189,1517,49601.7421875,99.20350646972656,60.08802032470703,3.8770227432250977,2.3466668128967285
31,4,125000,1059,9260,248276.47265625,218,1967,49820.67578125,99.64138793945312,0.45566242933273315,3.8588500022888184,2.3603641986846924,223,1960,49162.70703125,98.3254165649414,41.61358642578125,3.8177273273468018,2.352019786834717,244,2130,49318.98046875,98.63794708251953,46.52110290527344,3.882671356201172,2.338742971420288,159,1493,49995.65625,99.99126434326172,25.162220001220703,3.8476152420043945,2.327650547027588,215,1710,49978.453125,99.95687103271484,3.0710792541503906,3.869884967803955,2.344362258911133
32,4,125000,984,9572,248557.58984375,222,1940,49996.8125,99.99360656738281,4.134081840515137,3.8235063552856445,2.339130163192749,161,1340,49747.33203125,99.49469757080078,16.016101837158203,3.7632830142974854,2.321685791015625,197,2288,49993.19921875,99.98636627197266,3.4468469619750977,3.847848892211914,2.2754909992218018,187,1628,49996.69921875,99.99342346191406,4.846689701080322,3.799926996231079,2.310356855392456,217,2376,48823.546875,97.6470947265625,10.414823532104492,3.84161114692688,2.313246250152588
33,4,125000,832,8740,247099.09765625,172,1673,49995.05859375,99.99015045166016,99.99671936035156,3.832172155380249,2.332775831222534,172,2047,48490.62890625,96.98123168945312,5.79277229309082,3.782520055770874,2.3202593326568604,171,2001,49986.0078125,99.97203063964844,1.895404577255249,3.86179256439209,2.318474531173706,150,1471,49758.26953125,99.51655578613281,92.94499969482422,3.8189754486083984,2.322610855102539,167,1548,48869.1328125,97.73826599121094,10.568559646606445,3.841193199157715,2.3066370487213135
34,4,125000,956,9168,249963.3125,197,1661,49990.26953125,99.98051452636719,3.0368049144744873,3.8406801223754883,2.322126865386963,205,2087,49995.078125,99.99014282226562,45.90763854980469,3.8020107746124268,2.3263583183288574,121,1129,49997.4375,99.994873046875,16.66863441467285,3.866088390350342,2.3301825523376465,237,2288,49992.4765625,99.98490142822266,7.036971092224121,3.8407955169677734,2.3364648818969727,196,2003,49988.05078125,99.9760971069336,99.98155975341797,3.856010675430298,2.328024387359619
35,4,125000,843,9108,248791.8671875,176,1868,48859.27734375,97.7184829711914,1.7905024290084839,3.7888059616088867,2.3111696243286133,189,2108,49966.46875,99.93291473388672,1.7115355730056763,3.734156608581543,2.2813849449157715,166,1957,49998.10546875,99.99617004394531,75.838134765625,3.848045825958252,2.313156843185425,143,1620,49968.3125,99.93660736083984,0.9177963137626648,3.7872138023376465,2.302544593811035,169,1555,49999.703125,99.99940490722656,99.99996185302734,3.8180272579193115,2.2821946144104004
36,4,125000,1045,9989,249406.5234375,192,1946,49815.74609375,99.63140869140625,0.6057901382446289,3.792689561843872,2.297994375228882,224,2172,49675.0390625,99.35013580322266,6.704651355743408,3.7599992752075195,2.2891297340393066,214,2240,49995.44140625,99.9908676147461,12.870285987854004,3.8397879600524902,2.299304962158203,194,1901,49981.140625,99.96227264404297,99.95458221435547,3.8040995597839355,2.3039212226867676,221,1730,49939.15625,99.87834167480469,2.6255974769592285,3.8273673057556152,2.299050807952881
37,4,125000,914,9773,247991.34765625,170,1781,49705.890625,99.41178894042969,0.03113044612109661,3.758265495300293,2.2629106044769287,208,2217,49806.97265625,99.6139144897461,3.670494318008423,3.6665782928466797,2.21834397315979,166,1940,49124.5703125,98.24918365478516,0.937888503074646,3.8086869716644287,2.2531933784484863,217,2468,49987.0859375,99.97411346435547,2.1197125911712646,3.7136223316192627,2.2252519130706787,153,1367,49366.828125,98.7337417602539,60.56893539428711,3.7788808345794678,2.239511489868164
38,4,125000,870,8392,248806.05859375,196,2050,48916.34375,97.8326644897461,22.848337173461914,3.776060104370117,2.2245419025421143,189,1499,49936.953125,99.87385559082031,99.50086212158203,3.6520066261291504,2.1946346759796143,171,1527,49996.171875,99.9923324584961,4.733104228973389,3.811171293258667,2.2597579956054688,145,1378,49979.23828125,99.95850372314453,1.4572478532791138,3.748180389404297,2.2355470657348633,169,1938,49977.3515625,99.95472717285156,12.571959495544434,3.7986087799072266,2.260537624359131
39,4,125000,863,8526,247996.171875,152,1396,49988.48046875,99.97694396972656,99.98278045654297,3.729691982269287,2.127131938934326,198,1913,49073.9765625,98.14789581298828,6.820964813232422,3.508397340774536,2.0033764839172363,174,1666,49947.703125,99.89551544189453,99.65681457519531,3.7913055419921875,2.2291135787963867,172,1765,49975.91015625,99.95185852050781,4.393365383148193,3.6723597049713135,2.168128252029419,167,1786,49010.1015625,98.02017211914062,0.973410964012146,3.7258472442626953,2.1946821212768555
40,4,125000,726,8751,249704.28125,143,1504,49995.87109375,99.99176025390625,3.4900975227355957,3.7167463302612305,2.084456443786621,185,2393,49714.6796875,99.42938995361328,3.023881435394287,3.4278454780578613,1.9041881561279297,137,1687,49998.49609375,99.99700927734375,99.9996337890625,3.78253173828125,2.232128143310547,163,2077,49999.7890625,99.99958801269531,4.404687881469727,3.701871395111084,2.1874747276306152,98,1090,49995.4453125,99.99090576171875,99.9971694946289,3.7345941066741943,2.2221131324768066
41,4,125000,804,8891,249616.39453125,167,1730,49784.40234375,99.56879425048828,94.3447494506836,3.6700706481933594,1.9462813138961792,169,1815,49985.4296875,99.9708023071289,3.539216995239258,3.4597623348236084,1.9245164394378662,171,1716,49881.1328125,99.76228332519531,98.24360656738281,3.7675745487213135,2.2117273807525635,106,1348,49984.44140625,99.96884155273438,99.96890258789062,3.7053487300872803,2.199392318725586,191,2282,49980.98828125,99.96200561523438,1.0759559869766235,3.7254559993743896,2.239926815032959
42,4,125000,970,9682,246616.6796875,199,1917,49591.3203125,99.18264770507812,81.14115905761719,3.632390022277832,1.9509479999542236,236,2933,49999.30078125,99.9985122680664,82.62956237792969,3.42333984375,1.946289300918579,172,1525,49603.96484375,99.20789337158203,82.17871856689453,3.755890369415283,2.189013957977295,200,1774,48642.36328125,97.28475952148438,9.68392562866211,3.6788296699523926,2.195805072784424,163,1533,48779.73046875,97.55950927734375,15.538223266601562,3.706925392150879,2.2538671493530273
43,4,125000,1068,9846,247487.640625,248,2289,49790.8515625,99.58172607421875,14.466300964355469,3.5935659408569336,1.9968554973602295,257,2308,48690.28515625,97.38056945800781,2.496760606765747,3.342226266860962,1.9255518913269043,235,2260,49987.99609375,99.9759750366211,3.570521116256714,3.725881576538086,2.1452064514160156,118,1266,49969.91015625,99.93984985351562,1.8836897611618042,3.650808334350586,2.188188076019287,210,1723,49048.59765625,98.0972671508789,32.2434196472168,3.6850035190582275,2.245537281036377
44,4,125000,1097,10687,248708.328125,163,1257,49995.58203125,99.99113464355469,5.734501838684082,3.4586262702941895,1.824519157409668,223,2398,49998.40234375,99.9968490600586,23.78917121887207,3.0355606079101562,1.7381892204284668,254,2656,49948.3671875,99.89671325683594,1.2067487239837646,3.6016342639923096,2.033165693283081,227,1938,48854.109375,97.70819091796875,2.4414782524108887,3.47757625579834,2.036231517791748,230,2438,49911.8671875,99.82369232177734,1.3714014291763306,3.548414468765259,2.1683144569396973
45,4,125000,520,6528,248206.609375,104,1609,49998.0390625,99.99612426757812,99.9994125366211,3.2617692947387695,1.5768624544143677,98,1115,48861.0390625,97.7220230102539,19.746553421020508,2.6347579956054688,1.4103611707687378,69,987,49377.9765625,98.75599670410156,61.63615798950195,3.392584800720215,1.8853274583816528,175,1767,49998.3671875,99.99674224853516,18.873085021972656,3.1605682373046875,1.8111348152160645,74,1050,49971.1875,99.94245147705078,99.89511108398438,3.225806713104248,2.021660804748535
46,4,125000,1005,10944,246075.828125,212,2582,49996.5078125,99.99295043945312,2.4792399406433105,3.133453845977783,1.2715795040130615,208,2259,49215.359375,98.43074798583984,46.303707122802734,2.4113965034484863,1.2921102046966553,204,2040,49995.43359375,99.99079895019531,99.99713134765625,3.1912789344787598,1.7338157892227173,186,2040,48477.0390625,96.95405578613281,2.762634754180908,2.9979891777038574,1.644270420074463,195,2023,48391.48828125,96.78299713134766,2.711254835128784,2.950146198272705,1.9336010217666626
47,4,125000,1038,9771,247639.8828125,191,1617,48595.3984375,97.19084930419922,3.627938747406006,3.230837821960449,1.3783109188079834,248,2248,49731.390625,99.46269989013672,5.640952110290527,2.672191619873047,1.5243425369262695,210,1934,49963.51171875,99.92710876464844,1.7510923147201538,3.3118529319763184,1.8122974634170532,207,2078,49978.6171875,99.95722198486328,99.94178009033203,3.3163437843322754,1.792330265045166,182,1894,49370.96484375,98.7419662475586,60.963565826416016,3.2839090824127197,2.003480911254883
48,4,125000,1016,9498,249759.6640625,163,1495,49995.2890625,99.99060821533203,99.99700164794922,3.1607048511505127,1.3485223054885864,214,2067,49796.16015625,99.59232330322266,0.3614870011806488,2.665567398071289,1.6231310367584229,191,1739,49981.56640625,99.96316528320312,1.2190406322479248,3.250603199005127,1.8582240343093872,204,2091,49998.5234375,99.9970703125,12.179479598999023,3.33713436126709,1.71486496925354,244,2106,49988.125,99.97614288330078,4.180030345916748,3.2951574325561523,1.9408791065216064
49,4,125000,753,8552,247239.8671875,209,2496,48907.59765625,97.81510925292969,2.0287554264068604,3.2333567142486572,1.4569610357284546,160,1783,49830.578125,99.66117095947266,45.296146392822266,2.7816505432128906,1.5533971786499023,183,2176,49991.57421875,99.98303985595703,2.952425003051758,3.0861008167266846,1.8187236785888672,113,1124,48530.91796875,97.06181335449219,1.819157600402832,3.414961814880371,1.7048354148864746,88,973,49979.19921875,99.95849609375,99.94515991210938,3.323596239089966,1.948129653930664
50,4,125000,971,9724,245170.0234375,183,1988,48854.2109375,97.7084732055664,9.168815612792969,3.1351728439331055,1.491361141204834,168,1926,49950.2734375,99.90064239501953,1.211744785308838,2.692769765853882,1.3668503761291504,211,1826,48868.08984375,97.73612976074219,1.639679193496704,3.0746684074401855,1.809934377670288,202,2166,48814.55859375,97.62905883789062,4.804494857788086,3.3970859050750732,1.7095725536346436,207,1818,48682.890625,97.36573028564453,11.426816940307617,3.2874460220336914,1.913588523864746
51,4,125000,665,8190,246838.3359375,149,1831,49988.79296875,99.97765350341797,3.012700319290161,2.394993782043457,1.131967306137085,134,1173,49984.20703125,99.96842956542969,99.96810150146484,1.7689568996429443,0.8407113552093506,109,1542,49817.140625,99.63424682617188,95.8967514038086,2.689631938934326,1.5367016792297363,141,2038,48631.81640625,97.26362609863281,9.483903884887695,2.7822265625,1.3858972787857056,132,1606,48416.37890625,96.83274841308594,4.347239017486572,2.698042869567871,1.490799903869629
52,4,125000,911,9657,247311.5078125,171,1805,49996.02734375,99.99205017089844,11.988637924194336,1.7776602506637573,1.1078832149505615,189,1777,48961.8984375,97.9238052368164,25.986522674560547,1.0043772459030151,0.6243805885314941,221,2484,49551.9453125,99.10380554199219,77.7852554321289,2.2762184143066406,1.4604315757751465,167,2017,49691.71875,99.3834228515625,6.80292272567749,2.2743124961853027,1.235443115234375,163,1574,49109.91796875,98.21987915039062,19.368396759033203,2.41552996635437,1.0475568771362305
53,4,125000,758,8840,244012.01953125,132,1660,49256.1875,98.51241302490234,50.06166458129883,2.2579476833343506,1.4375357627868652,177,1937,49437.86328125,98.87574005126953,29.3917236328125,1.638933539390564,0.8130064010620117,146,1803,48180.83984375,96.3616943359375,1.5961849689483643,2.822319746017456,1.7195844650268555,196,2424,47420.09375,94.84020233154297,0.0010000000474974513,2.987884998321533,1.5998561382293701,107,1016,49717.03515625,99.43406677246094,90.46231079101562,2.85756778717041,1.3590025901794434
54,4,125000,863,9541,247745.16796875,178,2032,49996.46484375,99.99295806884766,52.91436767578125,2.021109104156494,1.5690540075302124,183,1964,49959.44921875,99.91883850097656,42.18588638305664,1.6963553428649902,0.7257295846939087,157,1946,48977.671875,97.95536804199219,27.065065383911133,2.7012739181518555,1.6427313089370728,177,1903,49757.58984375,99.5151596069336,2.5521340370178223,2.9507288932800293,1.6631463766098022,168,1696,49053.9921875,98.1080551147461,1.8125393390655518,2.859726905822754,1.348673701286316
55,4,125000,1019,10107,247128.33203125,245,2714,49514.11328125,99.02825164794922,5.280797004699707,1.6713969707489014,1.7368541955947876,216,2150,49006.8828125,98.01377868652344,13.673784255981445,1.6031887531280518,0.6679009795188904,188,1676,49992.77734375,99.98554229736328,12.366697311401367,2.5443670749664307,1.40262770652771,194,1881,49069.90625,98.13977813720703,33.89680480957031,2.6838693618774414,1.652282476425171,176,1686,49544.65234375,99.08932495117188,77.15182495117188,2.6980366706848145,1.0523730516433716
